Date ;0.08-Yrs ;0.25-Yrs ;0.50-Yrs ;1.00-Yrs ;2.00-Yrs ;3.00-Yrs ;4.00-Yrs ;5.00-Yrs ;6.00-Yrs ;7.00-Yrs ;8.00-Yrs ;9.00-Yrs ;10.00-Yrs ;11.00-Yrs ;12.00-Yrs ;13.00-Yrs ;14.00-Yrs ;15.00-Yrs ;16.00-Yrs ;17.00-Yrs ;18.00-Yrs ;19.00-Yrs ;20.00-Yrs ;21.00-Yrs ;22.00-Yrs ;23.00-Yrs ;24.00-Yrs ;25.00-Yrs ;26.00-Yrs ;27.00-Yrs ;28.00-Yrs ;29.00-Yrs ;30.00-Yrs ;31.00-Yrs ;32.00-Yrs ;33.00-Yrs ;34.00-Yrs ;35.00-Yrs ;36.00-Yrs ;37.00-Yrs ;38.00-Yrs ;39.00-Yrs ;40.00-Yrs ;41.00-Yrs ;42.00-Yrs ;43.00-Yrs ;44.00-Yrs ;45.00-Yrs ;46.00-Yrs ;47.00-Yrs ;48.00-Yrs ;49.00-Yrs ;50.00-Yrs
2025-02-13;2.045947;2.059234;2.058002;2.061696;2.060686;2.044503;2.099439;2.118889;2.165506;2.219781;2.282069;2.312871;2.292794;2.349915;2.400054;2.464390;2.496456;2.507260;2.544874;2.596966;2.656566;2.681591;2.685752;2.733673;2.763950;2.771508;2.779066;2.794484;2.814250;2.834017;2.845504;2.852356;2.859208;2.881033;2.911240;2.941448;2.971656;3.001863;3.032071;3.043418;3.043953;3.044488;3.045022;3.045557;3.046129;3.046875;3.047709;3.048544;3.049378;;;;
2025-02-11;2.041054;2.057793;2.055787;2.059825;2.034454;2.024185;2.072596;2.089891;2.147474;2.191584;2.250790;2.276883;2.271680;2.317163;2.369338;2.437517;2.472011;2.483311;2.522997;2.578384;2.631382;2.651785;2.654888;2.713424;2.750321;2.757731;2.765141;2.779423;2.797600;2.815776;2.827214;2.834789;2.842363;2.865083;2.896484;2.927886;2.959287;2.990688;3.022090;3.033966;3.034381;3.034796;3.035211;3.035627;3.036596;3.036036;3.034372;3.032708;3.031044;;;;
2025-02-10;2.040993;2.056499;2.055858;2.059056;2.036344;2.027201;2.072535;2.089357;2.149328;2.192888;2.250096;2.273592;2.267935;2.320203;2.367687;2.434655;2.470601;2.483423;2.526618;2.586818;2.633851;2.649983;2.652942;2.712181;2.749439;2.756182;2.762926;2.777069;2.795456;2.813842;2.825976;2.834482;2.842988;2.865751;2.896783;2.927815;2.958847;2.989880;3.020912;3.032831;3.033401;3.033970;3.034539;3.035108;3.035535;3.034802;3.033422;3.032042;3.030662;;;;
2025-02-07;2.039863;2.058365;2.056490;2.059213;2.035219;2.027462;2.066782;2.081867;2.145355;2.187350;2.249127;2.269849;2.270569;2.316303;2.364007;2.432062;2.470985;2.486519;2.528687;2.586303;2.628755;2.641111;2.641111;2.708597;2.751615;2.757022;2.762430;2.777167;2.797444;2.817722;2.829359;2.835803;2.842248;2.863830;2.894507;2.925185;2.955862;2.986539;3.017217;3.029557;3.030619;3.031681;3.032742;3.033804;3.032695;3.031125;3.030109;3.029094;3.028078;;;;
2025-02-06;2.040395;2.057786;2.057744;2.060483;2.043464;2.032697;2.075734;2.092383;2.153951;2.199958;2.260383;2.282478;2.276903;2.342504;2.392196;2.466417;2.505736;2.516554;2.560639;2.624250;2.665748;2.677618;2.679716;2.734689;2.771008;2.777600;2.784192;2.797299;2.814321;2.831342;2.840784;2.845617;2.850450;2.871209;2.901651;2.932093;2.962535;2.992977;3.023419;3.035565;3.036325;3.037086;3.037847;3.038608;3.038204;3.037970;3.038306;3.038642;3.038977;;;;
2025-02-05;2.041654;2.057569;2.057759;2.060632;2.039898;2.032632;2.074266;2.089840;2.155840;2.201629;2.262898;2.284441;2.273261;2.337165;2.393217;2.466773;2.506393;2.520065;2.563977;2.625848;2.669458;2.682546;2.683948;2.735306;2.770654;2.778344;2.786034;2.799693;2.816980;2.834268;2.842841;2.846055;2.849268;2.869810;2.901009;2.932209;2.963409;2.994609;3.025808;3.038137;3.038588;3.039038;3.039489;3.039939;3.039971;3.039488;3.038846;3.038204;3.037562;;;;
2025-02-04;2.042669;2.057486;2.059597;2.061685;2.046622;2.037856;2.094009;2.108298;2.170528;2.228610;2.296579;2.317215;2.308783;2.367786;2.422016;2.486883;2.520620;2.532117;2.575539;2.638144;2.697228;2.719322;2.720459;2.772126;2.809037;2.818302;2.827567;2.836261;2.844603;2.852945;2.860029;2.866330;2.872631;2.893589;2.923668;2.953747;2.983826;3.013905;3.043984;3.055704;3.055732;3.055761;3.055789;3.055817;3.057710;3.058915;3.058905;3.058895;3.058885;;;;
2025-02-03;2.041456;2.056379;2.059759;2.060751;2.048058;2.047519;2.101547;2.126887;2.169740;2.229204;2.308035;2.332839;2.312195;2.375989;2.445556;2.496027;2.519467;2.533560;2.578035;2.640980;2.704995;2.729046;2.728404;2.775071;2.810150;2.820206;2.830262;2.839297;2.847696;2.856096;2.863322;2.869811;2.876300;2.897095;2.926897;2.956698;2.986499;3.016301;3.046102;3.057855;3.057983;3.058111;3.058239;3.058366;3.063211;3.068257;3.071431;3.074605;3.077779;;;;
2025-01-31;2.043335;2.055217;2.059261;2.060230;2.045019;2.040966;2.096724;2.121179;2.160904;2.216092;2.290255;2.311637;2.302044;2.352602;2.417126;2.475224;2.501854;2.511394;2.554945;2.619906;2.683203;2.707135;2.706948;2.754224;2.791675;2.803624;2.815572;2.823747;2.829491;2.835234;2.842918;2.851868;2.860817;2.882883;2.913495;2.944108;2.974721;3.005333;3.035946;3.047898;3.047410;3.046922;3.046434;3.045946;3.052480;3.058567;3.061161;3.063754;3.066348;;;;
2025-01-30;2.037155;2.054859;2.056888;2.057740;2.039003;2.031547;2.077438;2.095827;2.141626;2.194489;2.267487;2.280129;2.270902;2.327854;2.386453;2.447758;2.480842;2.495090;2.535196;2.591769;2.650159;2.672480;2.671097;2.728578;2.773260;2.785275;2.797290;2.806975;2.815143;2.823311;2.830217;2.836291;2.842365;2.864123;2.896219;2.928314;2.960410;2.992505;3.024601;3.037319;3.036970;3.036622;3.036273;3.035925;3.040160;3.043378;3.043771;3.044164;3.044557;;;;
2025-01-29;2.037335;2.053605;2.055756;2.056891;2.039263;2.029028;2.072002;2.088780;2.134541;2.188317;2.258271;2.271238;2.276056;2.326411;2.383480;2.444299;2.476150;2.488035;2.526575;2.582285;2.640131;2.662996;2.662441;2.711479;2.754604;2.772819;2.791035;2.802404;2.809262;2.816119;2.821756;2.826580;2.831404;2.853356;2.886727;2.920099;2.953470;2.986841;3.020212;3.033542;3.033203;3.032865;3.032526;3.032187;3.036339;3.039611;3.040139;3.040667;3.041195;;;;
2025-01-28;2.031862;2.050761;2.055576;2.055795;2.035449;2.027895;2.068569;2.086891;2.133739;2.182940;2.260293;2.276503;2.278109;2.327738;2.382278;2.444004;2.476749;2.487845;2.526970;2.584358;2.637408;2.658062;2.659449;2.711939;2.756462;2.773535;2.790608;2.801898;2.809332;2.816766;2.820782;2.822493;2.824205;2.845958;2.881225;2.916493;2.951760;2.987028;3.022295;3.036425;3.035975;3.035524;3.035074;3.034623;3.038710;3.041194;3.040353;3.039511;3.038669;;;;
2025-01-27;2.020379;2.054073;2.052482;2.050892;2.041642;2.030840;2.072816;2.086870;2.141520;2.202189;2.264974;2.281186;2.288028;2.331370;2.380584;2.453820;2.495103;2.505367;2.543327;2.599541;2.651885;2.673004;2.675223;2.724258;2.765097;2.779668;2.794238;2.804759;2.812551;2.820343;2.825505;2.828874;2.832242;2.855149;2.891380;2.927612;2.963843;3.000075;3.036307;3.050768;3.050040;3.049312;3.048584;3.047856;3.051556;3.053920;3.053137;3.052354;3.051571;;;;
2025-01-24;2.005260;2.046610;2.042300;2.050695;2.062153;2.054946;2.090722;2.114283;2.163341;2.211508;2.287645;2.305395;2.304859;2.355152;2.400589;2.469684;2.510238;2.520792;2.561667;2.623223;2.681512;2.707414;2.712746;2.748077;2.779792;2.794737;2.809682;2.820784;2.829205;2.837625;2.843466;2.847486;2.851506;2.873726;2.908788;2.943850;2.978912;3.013973;3.049035;3.064268;3.065191;3.066113;3.067036;3.067958;3.069333;3.070258;3.070615;3.070971;3.071328;;;;
2025-01-23;1.984136;2.028115;2.028997;2.040004;2.069155;2.061751;2.102708;2.119722;2.170417;2.225544;2.294248;2.309553;2.313255;2.366768;2.405697;2.472126;2.512934;2.523475;2.564172;2.625672;2.683523;2.709066;2.714059;2.749163;2.780941;2.795742;2.810543;2.823946;2.836362;2.848778;2.853612;2.853037;2.852462;2.872777;2.908000;2.943223;2.978446;3.013669;3.048892;3.064593;3.066046;3.067499;3.068952;3.070405;3.078601;3.085117;3.086721;3.088325;3.089929;;;;
2025-01-22;1.959540;2.007577;2.014006;2.027970;2.076497;2.073914;2.126633;2.151372;2.200022;2.265419;2.339750;2.355169;2.347936;2.408989;2.478656;2.538403;2.567018;2.578877;2.617988;2.676113;2.738306;2.767134;2.770704;2.796858;2.822955;2.837768;2.852581;2.865761;2.877774;2.889788;2.895385;2.896350;2.897315;2.915521;2.946170;2.976819;3.007468;3.038117;3.068766;3.082668;3.084210;3.085751;3.087293;3.088834;3.094793;3.100745;3.104230;3.107715;3.111199;;;;
2025-01-21;1.931467;1.978353;1.993709;2.017439;2.080432;2.090356;2.141914;2.163099;2.214044;2.279098;2.357968;2.393236;2.414345;2.441600;2.508584;2.565761;2.591694;2.600600;2.638559;2.697018;2.767166;2.802203;2.805677;2.824516;2.846372;2.862155;2.877938;2.891013;2.902133;2.913253;2.922409;2.930131;2.937853;2.956531;2.983205;3.009879;3.036554;3.063228;3.089902;3.101742;3.102511;3.103279;3.104048;3.104816;3.108520;3.115373;3.122929;3.130485;3.138041;;;;
2025-01-20;1.896313;1.936263;1.965563;1.994094;2.075516;2.090628;2.144128;2.168668;2.218887;2.282885;2.359257;2.391504;2.413065;2.441036;2.511040;2.567909;2.589983;2.594043;2.633160;2.697293;2.767054;2.800429;2.804853;2.824469;2.846749;2.862989;2.879229;2.893158;2.905400;2.917642;2.928698;2.938880;2.949061;2.967713;2.992618;3.017523;3.042427;3.067332;3.092236;3.103495;3.104455;3.105414;3.106373;3.107333;3.110379;3.117473;3.126438;3.135404;3.144370;;;;
2025-01-17;1.865461;1.894394;1.941720;1.974003;2.058798;2.089557;2.141420;2.167778;2.215093;2.278860;2.355412;2.388108;2.409185;2.439910;2.513123;2.569683;2.590494;2.594083;2.631967;2.695164;2.763503;2.798692;2.803599;2.821821;2.844581;2.861879;2.879177;2.894287;2.907747;2.921206;2.931462;2.939272;2.947082;2.964728;2.989881;3.015035;3.040188;3.065341;3.090495;3.102037;3.102956;3.103875;3.104794;3.105713;3.108286;3.114899;3.123669;3.132439;3.141209;;;;
2025-01-16;1.840329;1.866051;1.927227;1.960135;2.052389;2.092924;2.144772;2.170793;2.216943;2.281736;2.356594;2.394660;2.417408;2.452593;2.527595;2.581476;2.598522;2.599886;2.636412;2.699183;2.769650;2.805810;2.810969;2.827002;2.847746;2.865308;2.882869;2.897624;2.910236;2.922848;2.933462;2.942533;2.951604;2.969604;2.994495;3.019386;3.044277;3.069167;3.094058;3.105450;3.106187;3.106924;3.107661;3.108399;3.111482;3.118434;3.126977;3.135520;3.144063;;;;
2025-01-15;1.833060;1.852546;1.918018;1.952697;2.053562;2.106294;2.152276;2.179834;2.220742;2.280866;2.362684;2.400951;2.417920;2.451358;2.529805;2.583056;2.599048;2.601268;2.638373;2.701811;2.777417;2.814167;2.820753;2.833698;2.850524;2.869704;2.888884;2.903877;2.915639;2.927400;2.940540;2.954757;2.968973;2.987520;3.009448;3.031375;3.053302;3.075229;3.097156;3.107399;3.108318;3.109236;3.110155;3.111074;3.114143;3.120876;3.129165;3.137453;3.145742;;;;
2025-01-14;1.822656;1.843648;1.911711;1.948079;2.045758;2.104105;2.142228;2.164581;2.203258;2.266680;2.346369;2.385753;2.405322;2.432023;2.513060;2.569923;2.586986;2.587781;2.625202;2.690580;2.764550;2.798942;2.802784;2.818949;2.837359;2.852614;2.867869;2.881739;2.894528;2.907317;2.920092;2.932856;2.945620;2.964368;2.987838;3.011308;3.034778;3.058248;3.081718;3.092925;3.094236;3.095546;3.096857;3.098168;3.101369;3.108019;3.116225;3.124431;3.132637;;;;
2025-01-13;1.797941;1.811702;1.893747;1.934731;2.010107;2.078765;2.125190;2.152081;2.180129;2.247199;2.325303;2.367502;2.386642;2.408465;2.491493;2.550314;2.568722;2.570386;2.609723;2.678136;2.757231;2.794279;2.791440;2.805441;2.827164;2.844075;2.860985;2.875559;2.888288;2.901017;2.913361;2.925398;2.937435;2.955819;2.979267;3.002715;3.026163;3.049611;3.073060;3.084306;3.085597;3.086889;3.088180;3.089471;3.092217;3.096238;3.100322;3.104407;3.108491;;;;
2025-01-10;1.781916;1.802517;1.886525;1.929086;1.987692;2.044555;2.092338;2.117465;2.153568;2.211196;2.287610;2.325875;2.354071;2.371562;2.452784;2.514407;2.534676;2.534516;2.576157;2.651157;2.725539;2.758362;2.758167;2.780645;2.807610;2.823284;2.838958;2.852908;2.865452;2.877996;2.888158;2.896354;2.904551;2.922225;2.947719;2.973212;2.998705;3.024199;3.049692;3.062347;3.064174;3.066001;3.067828;3.069654;3.073226;3.077832;3.082050;3.086267;3.090485;;;;
2025-01-09;1.773473;1.797420;1.880583;1.923626;1.987572;2.036477;2.085369;2.107499;2.146097;2.198944;2.276283;2.313598;2.343870;2.355291;2.429544;2.493244;2.519475;2.522526;2.559595;2.624112;2.696810;2.735133;2.736686;2.765895;2.800171;2.817874;2.835577;2.848928;2.858689;2.868450;2.874938;2.878698;2.882457;2.899785;2.928432;2.957079;2.985726;3.014373;3.043020;3.057419;3.059668;3.061917;3.064166;3.066415;3.068637;3.071458;3.074814;3.078171;3.081528;;;;
2025-01-08;1.781382;1.805180;1.885904;1.926853;2.008270;2.043685;2.090133;2.115368;2.151402;2.200735;2.284153;2.319790;2.346328;2.363144;2.435732;2.500381;2.528924;2.533500;2.571560;2.636942;2.705976;2.742045;2.747770;2.775612;2.805820;2.822275;2.838730;2.851985;2.862570;2.873156;2.880854;2.886118;2.891381;2.908608;2.935926;2.963244;2.990561;3.017879;3.045197;3.059008;3.061172;3.063337;3.065502;3.067666;3.068618;3.070394;3.073812;3.077231;3.080649;;;;
2025-01-07;1.798125;1.824409;1.887726;1.925900;2.009814;2.040950;2.087630;2.112622;2.151678;2.200776;2.281027;2.317930;2.347836;2.364122;2.435642;2.500677;2.528202;2.529440;2.566678;2.633617;2.705858;2.743062;2.745752;2.761986;2.787276;2.809371;2.831467;2.843318;2.846529;2.849740;2.855197;2.862569;2.869940;2.888747;2.917304;2.945862;2.974419;3.002977;3.031534;3.045990;3.048152;3.050314;3.052476;3.054637;3.053800;3.053036;3.054667;3.056298;3.057929;;;;
2025-01-06;1.824126;1.848096;1.906365;1.932449;2.017517;2.043876;2.081436;2.119816;2.157069;2.207928;2.280904;2.317076;2.348537;2.366635;2.441212;2.498006;2.517553;2.518474;2.557939;2.629557;2.709388;2.746147;2.746800;2.761840;2.784061;2.805894;2.827728;2.839376;2.842336;2.845296;2.848457;2.851790;2.855123;2.872424;2.901767;2.931110;2.960453;2.989797;3.019140;3.033879;3.035745;3.037611;3.039477;3.041343;3.043397;3.044327;3.044105;3.043883;3.043661;;;;
2025-01-03;1.854342;1.868940;1.918884;1.938261;2.006232;2.025069;2.057258;2.075217;2.125431;2.179724;2.244341;2.270309;2.306368;2.309820;2.391549;2.452974;2.475056;2.478355;2.520723;2.596779;2.668051;2.700415;2.703714;2.726574;2.757097;2.780135;2.803172;2.815140;2.817353;2.819565;2.820915;2.821496;2.822077;2.839400;2.871643;2.903885;2.936128;2.968371;3.000614;3.016563;3.017667;3.018772;3.019877;3.020981;3.017321;3.013376;3.013212;3.013047;3.012883;;;;
2025-01-02;1.885441;1.898099;1.939876;1.954912;2.011172;2.030626;2.061444;2.075424;2.128434;2.191509;2.241646;2.270000;2.310408;2.311602;2.401643;2.462574;2.480431;2.482790;2.523825;2.598577;2.669274;2.698404;2.698821;2.723894;2.757125;2.781864;2.806604;2.819387;2.821516;2.823645;2.825592;2.827374;2.829155;2.846717;2.878497;2.910276;2.942056;2.973835;3.005615;3.021879;3.023851;3.025824;3.027797;3.029769;3.025169;3.019616;3.018876;3.018137;3.017397;;;;
2024-12-30;1.930352;1.937589;1.967539;1.978816;2.021620;2.045731;2.076021;2.095673;2.135320;2.182092;2.242615;2.269161;2.304557;2.306099;2.397867;2.463762;2.484813;2.486447;2.524126;2.594281;2.659418;2.685753;2.686200;2.714472;2.751646;2.778148;2.804650;2.817969;2.819145;2.820322;2.821691;2.823241;2.824790;2.842621;2.875612;2.908603;2.941595;2.974586;3.007578;3.024672;3.026635;3.028597;3.030560;3.032522;3.026609;3.019654;3.018990;3.018325;3.017661;;;;
2024-12-27;1.936654;1.941235;1.973793;1.980684;2.006581;2.023930;2.062040;2.080451;2.115869;2.151877;2.211415;2.234520;2.273064;2.274248;2.356396;2.417670;2.440475;2.445554;2.486289;2.560227;2.616424;2.635321;2.640206;2.680722;2.728460;2.756498;2.784535;2.798135;2.797991;2.797848;2.798977;2.801329;2.803682;2.821649;2.854642;2.887635;2.920629;2.953622;2.986615;3.004829;3.008504;3.012178;3.015853;3.019528;3.013126;3.004439;3.003444;3.002449;3.001455;;;;
2024-12-26;1.955461;1.958676;1.988960;1.992583;2.000614;2.019322;2.060358;2.078571;2.112868;2.149068;2.204880;2.226751;2.266757;2.261533;2.341460;2.406785;2.433219;2.436102;2.476243;2.551463;2.601415;2.621699;2.632453;2.675333;2.727454;2.755330;2.783205;2.796557;2.795932;2.795308;2.796224;2.798639;2.801054;2.821196;2.858586;2.895976;2.933365;2.970755;3.008145;3.026734;3.026625;3.026516;3.026406;3.026297;3.016001;3.005098;3.003883;3.002669;3.001455;;;;
2024-12-25;1.967197;1.969687;1.990211;1.994467;1.995546;2.007286;2.055287;2.074167;2.108699;2.149520;2.204253;2.223933;2.264079;2.260138;2.336118;2.398201;2.424344;2.428969;2.465920;2.533641;2.579111;2.606893;2.622982;2.665464;2.721610;2.751193;2.780777;2.794434;2.792596;2.790758;2.791234;2.793987;2.796740;2.817274;2.855298;2.893323;2.931347;2.969371;3.007395;3.026223;3.025748;3.025274;3.024799;3.024325;3.013020;3.001329;3.000438;2.999546;2.998654;;;;
2024-12-24;1.981036;1.985261;1.996386;2.002171;1.995297;2.007971;2.055746;2.078615;2.109636;2.143729;2.202694;2.223012;2.266120;2.268766;2.340923;2.399775;2.425288;2.431122;2.468275;2.535570;2.582323;2.616704;2.631422;2.668550;2.726631;2.755744;2.784856;2.798031;2.795530;2.793029;2.794818;2.800873;2.806927;2.828446;2.865345;2.902244;2.939142;2.976041;3.012939;3.031522;3.031486;3.031449;3.031413;3.031376;3.018085;3.003787;3.002455;3.001123;2.999791;;;;
2024-12-23;2.003031;2.005654;2.012227;2.016095;1.995883;1.998741;2.051708;2.072233;2.105320;2.140003;2.196728;2.215178;2.261264;2.268536;2.337732;2.396651;2.422005;2.424575;2.461654;2.532309;2.581267;2.616041;2.634676;2.679428;2.739431;2.764324;2.789217;2.800195;2.797335;2.794476;2.795252;2.799686;2.804119;2.826312;2.866362;2.906412;2.946462;2.986512;3.026562;3.046798;3.046670;3.046541;3.046413;3.046285;3.043057;3.037833;3.033880;3.029927;3.025975;;;;
2024-12-20;2.017704;2.018927;2.025403;2.023699;1.999582;2.002611;2.053544;2.080434;2.113903;2.142957;2.201845;2.222717;2.265659;2.276289;2.351749;2.407866;2.427840;2.430998;2.468089;2.539298;2.589959;2.626075;2.646155;2.693132;2.753918;2.774352;2.794786;2.803887;2.801342;2.798797;2.800701;2.807228;2.813755;2.837388;2.878795;2.920202;2.961608;3.003015;3.044422;3.065481;3.064927;3.064373;3.063819;3.063264;3.064813;3.062638;3.054040;3.045443;3.036846;;;;
2024-12-19;2.021928;2.024248;2.029794;2.025585;1.996657;1.998322;2.044391;2.077833;2.112821;2.145030;2.204472;2.225438;2.268205;2.278660;2.351256;2.408793;2.432689;2.437987;2.478437;2.554623;2.605577;2.635101;2.651016;2.696197;2.755223;2.775390;2.795557;2.805698;2.805420;2.805143;2.810146;2.820696;2.831246;2.855843;2.895198;2.934553;2.973908;3.013263;3.052618;3.072883;3.072648;3.072413;3.072177;3.071942;3.074430;3.074650;3.069195;3.063741;3.058286;;;;
2024-12-18;2.038705;2.036413;2.038918;2.030825;1.988392;1.989305;2.027702;2.063297;2.103416;2.138772;2.209685;2.230198;2.272000;2.277393;2.349093;2.404292;2.427750;2.436360;2.477999;2.553585;2.605755;2.638261;2.658177;2.711692;2.773544;2.785873;2.798202;2.810406;2.822479;2.834552;2.847088;2.860116;2.873145;2.896643;2.931260;2.965877;3.000495;3.035112;3.069730;3.087434;3.086775;3.086116;3.085458;3.084799;3.088985;3.094171;3.094618;3.095064;3.095510;;;;
2024-12-17;2.043176;2.042713;2.048129;2.041994;1.986627;1.986741;2.042787;2.070546;2.121707;2.166562;2.236388;2.261100;2.303627;2.298340;2.358899;2.412234;2.440183;2.450519;2.494726;2.574128;2.634408;2.670418;2.682232;2.731378;2.794698;2.805743;2.816789;2.828132;2.839794;2.851455;2.863616;2.876315;2.889014;2.912028;2.946120;2.980212;3.014305;3.048397;3.082489;3.100105;3.099636;3.099168;3.098699;3.098230;3.098939;3.100846;3.102632;3.104418;3.106203;;;;
2024-12-16;2.065832;2.071719;2.078057;2.070047;1.994654;2.005059;2.064286;2.090374;2.142012;2.190637;2.256776;2.289860;2.327077;2.311622;2.378676;2.430335;2.455473;2.471103;2.515702;2.590733;2.660192;2.697371;2.698137;2.750210;2.817055;2.829876;2.842697;2.859796;2.881488;2.903181;2.915223;2.916789;2.918354;2.936001;2.971107;3.006213;3.041319;3.076424;3.111530;3.129892;3.129670;3.129448;3.129225;3.129003;3.134949;3.140408;3.137556;3.134704;3.131853;;;;
2024-12-13;2.070715;2.075866;2.081995;2.072816;1.992811;1.996976;2.062147;2.089532;2.140377;2.186561;2.251872;2.281697;2.321091;2.305436;2.366810;2.419420;2.447959;2.463895;2.508239;2.583425;2.652499;2.691848;2.694919;2.746074;2.814627;2.827409;2.840191;2.857745;2.880596;2.903446;2.916964;2.920010;2.923055;2.940690;2.974696;3.008702;3.042709;3.076715;3.110721;3.128889;3.128889;3.128889;3.128889;3.128889;3.135314;3.142260;3.141168;3.140075;3.138983;;;;
2024-12-12;2.071379;2.077313;2.083089;2.073767;1.994480;1.991587;2.058542;2.092637;2.141187;2.183531;2.250532;2.279452;2.322472;2.305934;2.366516;2.420648;2.449649;2.462822;2.505076;2.579253;2.651380;2.693629;2.696768;2.748050;2.815742;2.828634;2.841526;2.861332;2.888896;2.916461;2.932846;2.936550;2.940254;2.960442;2.999333;3.038224;3.077115;3.116005;3.154896;3.175017;3.173371;3.171724;3.170077;3.168430;3.166323;3.164048;3.162206;3.160364;3.158522;;;;
2024-12-11;2.073108;2.078051;2.083568;2.074433;1.986831;1.982463;2.051536;2.082445;2.130060;2.175357;2.242784;2.277055;2.320090;2.303979;2.364279;2.418779;2.446809;2.457251;2.495433;2.564402;2.638063;2.686784;2.690914;2.743429;2.814521;2.827577;2.840633;2.863633;2.897917;2.932200;2.953482;2.959851;2.966221;2.986406;3.022439;3.058472;3.094505;3.130538;3.166571;3.184441;3.181013;3.177585;3.174158;3.170730;3.170330;3.171972;3.171777;3.171582;3.171387;;;;
2024-12-09;2.077076;2.079075;2.085876;2.077461;1.979939;1.972552;2.035111;2.062655;2.108805;2.156732;2.224995;2.257783;2.306564;2.297541;2.352387;2.408672;2.440766;2.449859;2.487823;2.558543;2.625273;2.671846;2.680277;2.732838;2.810152;2.822612;2.835071;2.859168;2.896760;2.934351;2.958012;2.965335;2.972659;2.993133;3.029026;3.064919;3.100813;3.136706;3.172600;3.191047;3.188582;3.186116;3.183650;3.181185;3.179254;3.177759;3.176005;3.174251;3.172497;;;;
2024-12-06;2.080070;2.083453;2.091295;2.084021;1.983283;1.986467;2.041351;2.069536;2.117144;2.155745;2.225219;2.255358;2.298773;2.301929;2.355316;2.410589;2.441544;2.448479;2.485123;2.556605;2.624506;2.672582;2.681048;2.733300;2.815589;2.831410;2.847232;2.870975;2.904212;2.937449;2.959710;2.968667;2.977623;2.998527;3.033912;3.069298;3.104683;3.140068;3.175454;3.194099;3.191998;3.189898;3.187798;3.185697;3.182858;3.180407;3.179605;3.178803;3.178001;;;;
2024-12-04;2.084954;2.089069;2.096669;2.089771;1.987117;1.996667;2.061266;2.090399;2.131847;2.170136;2.250915;2.286895;2.324460;2.332004;2.394283;2.451929;2.479078;2.483270;2.515117;2.580117;2.651737;2.704357;2.718429;2.773659;2.842555;2.854808;2.867060;2.891170;2.929812;2.968454;2.991601;2.995543;2.999485;3.017324;3.052384;3.087444;3.122504;3.157565;3.192625;3.211127;3.208650;3.206172;3.203694;3.201217;3.206808;3.214358;3.211174;3.207990;3.204805;;;;
2024-12-02;2.096909;2.096643;2.107689;2.103192;2.005001;2.017935;2.047386;2.073233;2.124924;2.160951;2.244446;2.284827;2.323586;2.351564;2.412430;2.480191;2.516470;2.509812;2.534311;2.596997;2.660446;2.713665;2.732980;2.783266;2.857132;2.868651;2.880171;2.903077;2.940251;2.977425;3.002983;3.013823;3.024663;3.047818;3.086577;3.125336;3.164095;3.202854;3.241612;3.263487;3.263488;3.263488;3.263488;3.263489;3.264461;3.265892;3.266254;3.266617;3.266980;;;;
2024-11-29;2.103642;2.103601;2.124351;2.116080;2.006950;2.022368;2.059179;2.075015;2.127348;2.165852;2.246250;2.288240;2.325678;2.353046;2.413882;2.481068;2.516676;2.509186;2.533304;2.597472;2.664120;2.721232;2.739081;2.789524;2.869754;2.878796;2.887838;2.908001;2.942573;2.977144;3.000997;3.010808;3.020620;3.043545;3.083651;3.123756;3.163862;3.203967;3.244073;3.267038;3.267039;3.267040;3.267041;3.267042;3.268575;3.270538;3.270271;3.270005;3.269739;;;;
2024-11-28;2.107689;2.110387;2.128310;2.118197;2.016589;2.040891;2.077602;2.093611;2.144306;2.184136;2.267124;2.312154;2.349327;2.373254;2.439922;2.506956;2.543436;2.548706;2.576877;2.634388;2.700279;2.762040;2.783216;2.827752;2.894800;2.898202;2.901605;2.919459;2.956246;2.993033;3.018404;3.028651;3.038898;3.061824;3.101548;3.141272;3.180996;3.220720;3.260443;3.283302;3.283311;3.283320;3.283328;3.283337;3.287250;3.292768;3.293154;3.293541;3.293928;;;;
2024-11-27;2.117228;2.119594;2.134527;2.123116;2.022851;2.064134;2.109469;2.129524;2.177802;2.217274;2.325635;2.364868;2.392787;2.411900;2.474439;2.546354;2.591702;2.595586;2.621495;2.675939;2.740064;2.805235;2.828113;2.863470;2.929380;2.943350;2.957320;2.978769;3.010129;3.041488;3.063244;3.072132;3.081021;3.104404;3.147206;3.190008;3.232810;3.275612;3.318413;3.342346;3.340427;3.338508;3.336588;3.334669;3.334962;3.336278;3.334765;3.333252;3.331739;;;;
2024-11-26;2.127153;2.128645;2.141294;2.126245;2.029617;2.074074;2.129262;2.163780;2.209502;2.247732;2.349662;2.396476;2.427013;2.438345;2.501244;2.573523;2.622286;2.635185;2.666248;2.721109;2.788295;2.851423;2.868421;2.905134;2.967966;2.978448;2.988931;3.006725;3.034314;3.061904;3.081614;3.090647;3.099680;3.122604;3.164348;3.206092;3.247836;3.289580;3.331324;3.354882;3.353240;3.351599;3.349958;3.348317;3.347822;3.347674;3.345759;3.343845;3.341931;;;;
