Date;Closing Price;Change;Trading Volume (shr);Trading Value (KHR);Opening;High;Low;Market Cap. (Mil.KHR);Full Market Cap. (Mil.KHR)
2025-06-26;2,050;10;1,413;2,883,320;2,040;2,050;2,040;13,246;37,846
2025-06-25;2,040;20;1,690;3,452,480;2,050;2,050;2,040;13,182;37,662
2025-06-24;2,060;10;1,939;3,976,090;2,050;2,060;2,050;13,311;38,031
2025-06-23;2,050;10;1,742;3,579,050;2,060;2,070;2,050;13,246;37,846
2025-06-20;2,060;20;293;598,410;2,090;2,090;2,040;13,311;38,031
2025-06-19;2,040;10;1,336;2,728,080;2,050;2,050;2,040;13,182;37,662
2025-06-17;2,050;10;1,316;2,680,670;2,040;2,050;2,030;13,246;37,846
2025-06-16;2,040;10;1,439;2,942,990;2,050;2,050;2,040;13,182;37,662
2025-06-13;2,050;0;528;1,081,100;2,050;2,050;2,040;13,246;37,846
2025-06-12;2,050;10;6,908;14,088,600;2,040;2,060;2,020;13,246;37,846
2025-06-11;2,040;80;7,649;15,594,310;2,040;2,050;2,020;13,182;37,662
2025-06-10;2,120;20;7,570;16,260,040;2,140;2,170;2,120;13,698;39,138
2025-06-09;2,140;20;4,225;9,112,900;2,160;2,170;2,140;13,828;39,508
2025-06-06;2,160;0;4,776;10,280,270;2,150;2,170;2,140;13,957;39,877
2025-06-05;2,160;0;1,266;2,727,170;2,160;2,160;2,150;13,957;39,877
2025-06-04;2,160;10;485;1,047,960;2,170;2,170;2,150;13,957;39,877
2025-06-03;2,170;10;6,025;12,992,940;2,160;2,170;2,150;14,022;40,062
2025-06-02;2,160;10;2,188;4,730,350;2,170;2,170;2,160;13,957;39,877
2025-05-30;2,170;10;989;2,140,180;2,180;2,180;2,160;14,022;40,062
2025-05-29;2,160;20;7,466;16,064,550;2,140;2,170;2,120;13,957;39,877
2025-05-28;2,140;0;1,043;2,221,760;2,130;2,140;2,130;13,828;39,508
2025-05-27;2,140;0;2,853;6,072,970;2,140;2,140;2,100;13,828;39,508
2025-05-26;2,140;40;1,533;3,220,070;2,180;2,180;2,100;13,828;39,508
2025-05-23;2,100;10;1,789;3,775,630;2,110;2,110;2,090;13,569;38,769
2025-05-22;2,110;0;2,316;4,844,130;2,100;2,110;2,090;13,634;38,954
2025-05-21;2,110;0;988;2,076,270;2,110;2,110;2,100;13,634;38,954
2025-05-20;2,110;0;427;893,010;2,140;2,140;2,090;13,634;38,954
2025-05-19;2,110;0;3,408;7,154,430;2,110;2,110;2,090;13,634;38,954
2025-05-16;2,110;10;10,695;22,387,650;2,100;2,130;2,070;13,634;38,954
2025-05-13;2,100;10;2,852;5,972,490;2,090;2,100;2,090;13,569;38,769
2025-05-12;2,090;0;1,850;3,868,950;2,090;2,110;2,090;13,505;38,585
2025-05-09;2,090;10;2,434;5,089,250;2,090;2,100;2,090;13,505;38,585
2025-05-08;2,100;10;809;1,698,840;2,110;2,110;2,090;13,569;38,769
2025-05-07;2,090;10;1,917;3,993,100;2,100;2,100;2,080;13,505;38,585
2025-05-06;2,100;0;921;1,927,760;2,110;2,110;2,090;13,569;38,769
2025-05-05;2,100;10;4,922;10,239,010;2,080;2,110;2,080;13,569;38,769
2025-05-02;2,090;10;1,973;4,130,890;2,100;2,100;2,080;13,505;38,585
2025-04-30;2,100;0;264;554,490;2,120;2,120;2,100;13,569;38,769
2025-04-29;2,100;0;321;673,500;2,100;2,100;2,090;13,569;38,769
2025-04-28;2,100;0;253;530,250;2,100;2,110;2,090;13,569;38,769
2025-04-25;2,100;0;766;1,597,740;2,090;2,100;2,080;13,569;38,769
2025-04-24;2,100;0;1,643;3,433,730;2,100;2,120;2,070;13,569;38,769
2025-04-23;2,100;0;976;2,035,270;2,090;2,100;2,080;13,569;38,769
2025-04-22;2,100;0;3,026;6,321,620;2,100;2,100;2,080;13,569;38,769
2025-04-21;2,100;10;1,607;3,343,020;2,090;2,100;2,070;13,569;38,769
2025-04-18;2,090;10;1,066;2,227,970;2,100;2,100;2,090;13,505;38,585
2025-04-17;2,100;10;460;964,320;2,090;2,100;2,080;13,569;38,769
2025-04-11;2,090;10;954;1,994,900;2,090;2,100;2,090;13,505;38,585
2025-04-10;2,100;10;368;769,610;2,090;2,100;2,090;13,569;38,769
2025-04-09;2,090;10;1,703;3,512,400;2,090;2,090;2,060;13,505;38,585
2025-04-08;2,080;10;626;1,298,340;2,080;2,080;2,060;13,440;38,400
2025-04-07;2,090;10;144;300,190;2,100;2,100;2,080;13,505;38,585
2025-04-04;2,100;10;1,658;3,462,770;2,090;2,100;2,080;13,569;38,769
2025-04-03;2,090;0;256;517,390;2,090;2,090;1,970;13,505;38,585
2025-04-02;2,090;10;712;1,484,810;2,080;2,090;2,080;13,505;38,585
2025-04-01;2,080;10;412;863,080;2,090;2,100;2,080;13,440;38,400
2025-03-31;2,090;10;826;1,731,130;2,110;2,110;2,080;13,505;38,585
2025-03-28;2,100;0;1,089;2,284,230;2,100;2,100;2,090;13,569;38,769
2025-03-27;2,100;0;292;610,050;2,110;2,110;2,080;13,569;38,769
2025-03-26;2,100;0;21;44,280;2,120;2,120;2,100;13,569;38,769
2025-03-25;2,100;0;1,294;2,712,330;2,090;2,110;2,070;13,569;38,769
2025-03-24;2,100;10;363;761,460;2,120;2,120;2,080;13,569;38,769
2025-03-21;2,110;20;525;1,097,850;2,090;2,110;2,090;13,634;38,954
2025-03-20;2,090;10;791;1,649,570;2,100;2,100;2,080;13,505;38,585
2025-03-19;2,100;10;1,525;3,204,550;2,100;2,110;2,090;13,569;38,769
2025-03-18;2,110;10;1,202;2,522,210;2,100;2,110;2,080;13,634;38,954
2025-03-17;2,100;0;1,586;3,313,450;2,100;2,100;2,080;13,569;38,769
2025-03-14;2,100;0;59;123,750;2,100;2,100;2,090;13,569;38,769
2025-03-13;2,100;0;846;1,764,780;2,080;2,100;2,080;13,569;38,769
2025-03-12;2,100;0;854;1,781,060;2,100;2,110;2,080;13,569;38,769
2025-03-11;2,100;10;70;147,250;2,110;2,110;2,100;13,569;38,769
2025-03-10;2,110;0;316;665,560;2,110;2,110;2,100;13,634;38,954
2025-03-07;2,110;10;1,153;2,432,950;2,110;2,120;2,100;13,634;38,954
2025-03-06;2,100;0;4,499;9,484,790;2,100;2,120;2,090;13,569;38,769
2025-03-05;2,100;0;447;935,650;2,110;2,110;2,090;13,569;38,769
2025-03-04;2,100;0;1,596;3,373,480;2,130;2,130;2,090;13,569;38,769
2025-03-03;2,100;10;2,521;5,341,540;2,150;2,150;2,060;13,569;38,769
2025-02-28;2,090;0;226;471,440;2,090;2,100;2,070;13,505;38,585
2025-02-27;2,090;10;961;2,003,040;2,090;2,090;2,070;13,505;38,585
2025-02-26;2,100;0;555;1,161,070;2,090;2,100;2,090;13,569;38,769
2025-02-25;2,100;10;3,405;7,074,960;2,090;2,100;2,050;13,569;38,769
2025-02-24;2,090;30;1,005;2,108,810;2,100;2,100;2,090;13,505;38,585
2025-02-21;2,060;20;312;650,170;2,080;2,100;2,060;13,311;38,031
2025-02-20;2,080;20;50;103,620;2,100;2,100;2,070;13,440;38,400
2025-02-19;2,060;10;565;1,168,810;2,070;2,090;2,060;13,311;38,031
2025-02-18;2,070;0;1,887;3,917,410;2,070;2,090;2,050;13,375;38,215
2025-02-17;2,070;30;2,490;5,188,290;2,110;2,110;2,060;13,375;38,215
2025-02-14;2,100;20;4,655;9,755,630;2,080;2,140;2,080;13,569;38,769
2025-02-13;2,080;20;3,400,276;6,902,571,470;2,090;2,090;2,060;13,440;38,400
2025-02-12;2,060;20;902;1,864,990;2,080;2,080;2,060;13,311;38,031
2025-02-11;2,080;0;435;896,440;2,090;2,090;2,040;13,440;38,400
2025-02-10;2080.0;10.0;255.0;526270.0;2070.0;2090.0;2060.0;13439;38399
2025-02-07;2,070;0;638;1,319,640;2,060;2,080;2,060;13,375;38,215
2025-02-06;2,070;20;2,935;6,076,100;2,050;2,090;2,050;13,375;38,215
2025-02-05;2,050;10;187;383,360;2,060;2,060;2,050;13,246;37,846
2025-02-04;2,060;10;416;846,350;2,050;2,060;2,030;13,311;38,031
2025-02-03;2050.0;0.0;179.0;366930.0;2050.0;2050.0;2030.0;13246;37846
2025-01-31;2,050;0;512;1,046,490;2,040;2,050;2,040;13,246;37,846
2025-01-30;2,050;0;878;1,795,190;2,040;2,050;2,040;13,246;37,846
2025-01-29;2,050;10;6,841;13,806,560;2,040;2,080;2,010;13,246;37,846
2025-01-28;2060.0;0.0;175.0;360480.0;2060.0;2060.0;2050.0;13311;38031
2025-01-27;2,060;0;158;325,480;2,060;2,060;2,060;13,311;38,031
2025-01-24;2,060;0;137;281,170;2,060;2,060;2,050;13,311;38,031
2025-01-23;2060.0;10.0;174.0;357940.0;2060.0;2060.0;2050.0;13310;38030
2025-01-22;2050.0;0.0;4363.0;8966220.0;2050.0;2070.0;2050.0;13246;37846
2025-01-21;2050.0;10.0;3700.0;7444640.0;2010.0;2050.0;2010.0;13246;37846
2025-01-20;2060.0;20.0;6214.0;12662600.0;2020.0;2060.0;2020.0;13311;38031
