Date;Based On;Group;Averaged Spread (bp);Averaged Spread (bp);Averaged Spread (bp);Standard Deviation (bp);Standard Deviation (bp);Standard Deviation (bp);Averaged Maturity;Averaged Maturity;Averaged Maturity
Date;Based On;Group;<= 3 Yrs.;3 - 5 Yrs.;> 5 Yrs.;<= 3 Yrs.;3 - 5 Yrs.;> 5 Yrs.;<= 3 Yrs.;3 - 5 Yrs.;> 5 Yrs.
2025-05-29;Duration;BBB-;347.801900;-;-;37.257599;-;-;1.470904;-;-
2025-05-28;Maturity;AAA;39.164051;68.860426;88.517276;22.825670;39.741806;43.167465;1.382634;3.962610;8.303898
2025-05-28;Maturity;AA+;51.691645;89.201188;82.280012;32.635751;35.090557;12.550436;1.371872;4.113424;7.852054
2025-05-28;Maturity;AA;42.570956;66.374977;105.014674;12.793128;12.832034;19.316058;1.411032;3.974063;7.952876
2025-05-28;Maturity;AA-;58.837241;81.870632;118.569623;24.837781;30.490539;32.683151;1.580179;3.879600;7.536314
2025-05-28;Maturity;A+;86.165041;129.596461;148.792231;30.152483;36.614344;35.406370;1.423567;4.038726;7.825179
2025-05-28;Maturity;A;74.262389;108.339055;139.531445;23.899947;25.505347;22.139978;1.520103;3.836286;7.207287
2025-05-28;Maturity;A-;132.089079;180.108303;185.182173;52.753814;49.964342;40.363623;1.467299;3.859996;7.263553
2025-05-28;Maturity;BBB+;217.673123;280.996006;259.965954;51.161456;67.542418;31.006769;1.502188;3.684344;6.776606
2025-05-28;Maturity;BBB;310.484474;324.531420;-;52.905141;17.984785;-;1.588736;4.212328;-
2025-05-28;Maturity;BBB-;347.981511;-;-;37.234585;-;-;1.473643;-;-
2025-05-28;Duration;AAA;39.244083;73.342523;87.755698;22.642188;42.089930;43.123862;1.407181;4.163013;8.852552
2025-05-28;Duration;AA+;52.929760;81.598624;87.696253;31.855040;31.399001;12.062124;1.477911;4.684148;8.442465
2025-05-28;Duration;AA;43.091610;69.784733;105.254834;13.021065;17.308348;23.752681;1.458687;4.121826;8.581506
2025-05-28;Duration;AA-;61.056871;84.693175;123.414690;27.541972;30.186511;32.902238;1.648415;4.238802;7.986114
2025-05-28;Duration;A+;87.571723;138.108536;148.454414;30.782101;36.936336;36.637521;1.534625;4.309266;8.015244
2025-05-28;Duration;A;76.442481;111.415526;144.570749;25.165840;24.954652;22.430736;1.626361;4.228188;7.569602
2025-05-28;Duration;A-;135.336317;185.078638;184.427259;54.280294;45.531359;42.729226;1.578646;4.272368;7.861578
2025-05-28;Duration;BBB+;220.576988;264.042816;269.725092;54.189757;59.989481;20.696564;1.538156;4.216921;7.722945
2025-05-28;Duration;BBB;310.463265;324.635711;-;52.901365;17.307374;-;1.588736;4.212328;-
2025-05-28;Duration;BBB-;347.961768;-;-;37.217294;-;-;1.473643;-;-
2025-05-27;Maturity;AAA;38.861826;68.966435;88.533450;23.126142;39.641365;43.143437;1.385374;3.965350;8.306638
2025-05-27;Maturity;AA+;51.030031;87.574577;81.981599;33.139324;36.138223;12.954731;1.374611;4.116164;7.854794
2025-05-27;Maturity;AA;42.393020;66.319872;104.993351;12.714392;12.859656;19.323774;1.413772;3.976803;7.955616
2025-05-27;Maturity;AA-;58.954567;81.924390;118.505662;24.788508;30.277130;32.680564;1.582919;3.882339;7.539054
2025-05-27;Maturity;A+;85.877140;129.559019;148.740006;30.458145;36.718322;35.414537;1.426307;4.041466;7.827919
2025-05-27;Maturity;A;74.430234;108.125977;139.646684;23.933749;25.708877;21.981681;1.522843;3.839025;7.210027
2025-05-27;Maturity;A-;131.083059;179.225937;185.457690;53.063003;50.167076;40.812219;1.462328;3.844048;7.224375
2025-05-27;Maturity;BBB+;217.765461;277.047615;260.096953;51.842012;68.545901;31.086715;1.504928;3.739515;6.779346
2025-05-27;Maturity;BBB;310.302449;324.501393;-;52.936333;17.952044;-;1.591476;4.215068;-
2025-05-27;Maturity;BBB-;347.738007;-;-;37.277356;-;-;1.476383;-;-
2025-05-27;Duration;AAA;38.966829;73.385430;87.794835;22.937237;42.036576;43.202241;1.409921;4.165753;8.855292
2025-05-27;Duration;AA+;52.076457;80.493299;87.452188;32.205409;31.915818;12.246097;1.480650;4.686888;8.445205
2025-05-27;Duration;AA;42.389902;69.283443;105.313032;12.701623;16.846208;23.838480;1.413772;4.068321;8.584246
2025-05-27;Duration;AA-;61.179443;84.745661;123.245045;27.511084;29.982177;32.839870;1.651155;4.241541;7.988854
2025-05-27;Duration;A+;87.287436;138.185362;148.412758;31.105032;36.904994;36.612273;1.537365;4.312006;8.017983
2025-05-27;Duration;A;76.606236;111.359684;144.527294;25.203521;25.215233;22.421830;1.629100;4.230928;7.572341
2025-05-27;Duration;A-;133.931612;185.731306;183.810652;54.369180;45.614413;43.143210;1.564919;4.258194;7.864318
2025-05-27;Duration;BBB+;219.375304;264.143193;269.770810;53.777061;60.051207;20.598176;1.524252;4.219661;7.725684
2025-05-27;Duration;BBB;310.269595;324.929007;-;52.934337;17.510782;-;1.591476;4.215068;-
2025-05-27;Duration;BBB-;347.691738;-;-;37.250563;-;-;1.476383;-;-
2025-05-26;Maturity;AAA;37.514556;68.955056;88.502650;23.581791;39.651292;43.139245;1.368327;3.968090;8.309378
2025-05-26;Maturity;AA+;48.569771;87.572625;81.985928;33.491425;36.158836;12.952708;1.296404;4.118904;7.857534
2025-05-26;Maturity;AA;42.313951;66.420330;104.949874;12.609823;12.885029;19.323759;1.416512;3.979543;7.958356
2025-05-26;Maturity;AA-;58.496496;81.954242;118.456776;25.177980;30.296669;32.687274;1.562528;3.885079;7.541793
2025-05-26;Maturity;A+;86.815217;129.534633;148.621233;30.662331;36.718613;35.465402;1.429047;4.044205;7.830658
2025-05-26;Maturity;A;74.366800;108.094307;140.215873;23.925179;25.829142;21.774913;1.525583;3.841765;7.212767
2025-05-26;Maturity;A-;131.139361;178.911366;184.641703;53.186089;50.720021;40.797571;1.465068;3.846787;7.269033
2025-05-26;Maturity;BBB+;217.585353;276.984663;260.027301;51.852176;68.541838;31.117992;1.507668;3.742255;6.782086
2025-05-26;Maturity;BBB;310.130860;324.481391;-;52.959129;17.998178;-;1.594216;4.217808;-
2025-05-26;Maturity;BBB-;347.522937;-;-;37.301505;-;-;1.479123;-;-
2025-05-26;Duration;AAA;37.654708;73.351010;87.806687;23.395566;42.065419;43.220305;1.392803;4.168493;8.858032
2025-05-26;Duration;AA+;49.706496;80.393407;87.533907;32.675691;31.992606;12.271403;1.400966;4.689628;8.447945
2025-05-26;Duration;AA;42.353192;69.368142;105.200853;12.573360;16.778346;23.675266;1.416512;4.071061;8.586986
2025-05-26;Duration;AA-;60.712345;84.698900;123.267992;27.839253;29.964339;32.855157;1.630781;4.244281;7.991594
2025-05-26;Duration;A+;88.164927;138.124090;148.328979;31.250636;36.865851;36.673543;1.540104;4.314746;8.020723
2025-05-26;Duration;A;76.547941;111.257815;145.301484;25.198594;25.300082;22.101381;1.631840;4.233668;7.575081
2025-05-26;Duration;A-;133.973761;184.677282;183.886400;54.489508;46.136365;43.162584;1.567658;4.248314;7.867058
2025-05-26;Duration;BBB+;219.202056;263.983467;269.807474;53.795811;60.069022;20.556807;1.526992;4.222401;7.728424
2025-05-26;Duration;BBB;310.108893;324.790961;-;52.966288;17.511011;-;1.594216;4.217808;-
2025-05-26;Duration;BBB-;347.479097;-;-;37.285270;-;-;1.479123;-;-
2025-05-23;Maturity;AAA;37.265679;69.619021;88.643075;23.678111;39.262305;43.002012;1.376546;3.976309;8.317597
2025-05-23;Maturity;AA+;48.447895;87.083354;82.195968;33.532126;36.749403;13.128774;1.304623;4.127123;7.865753
2025-05-23;Maturity;AA;42.572021;65.798812;104.941570;13.056129;12.777435;19.328063;1.424731;3.987762;7.966575
2025-05-23;Maturity;AA-;58.604917;81.956591;118.615154;25.154281;30.300261;32.749462;1.570748;3.893298;7.550012
2025-05-23;Maturity;A+;86.811898;129.677217;149.140736;30.601502;36.631064;35.064470;1.437266;4.052425;7.838877
2025-05-23;Maturity;A;74.478617;108.010572;140.178914;23.949033;25.954330;22.103555;1.520865;3.823723;7.177544
2025-05-23;Maturity;A-;131.276508;178.846980;184.678389;53.022400;50.882059;40.812319;1.473287;3.855006;7.277252
2025-05-23;Maturity;BBB+;217.552209;276.791015;260.013260;51.851322;68.563036;31.120241;1.515887;3.750474;6.790305
2025-05-23;Maturity;BBB;310.099239;324.471443;-;52.973286;18.017604;-;1.602435;4.226027;-
2025-05-23;Maturity;BBB-;347.483125;-;-;37.316391;-;-;1.487342;-;-
2025-05-23;Duration;AAA;37.427652;69.881281;92.414244;23.504879;39.078139;44.181626;1.401022;4.099597;8.584703
2025-05-23;Duration;AA+;49.642479;80.060581;88.024437;32.712694;32.298660;12.301285;1.409186;4.697847;8.456164
2025-05-23;Duration;AA;42.597395;68.751357;105.250882;13.021960;16.816105;23.773472;1.424731;4.079280;8.595205
2025-05-23;Duration;AA-;59.883810;85.591598;123.469013;26.953317;30.244251;32.907896;1.615129;4.229451;7.999813
2025-05-23;Duration;A+;88.157922;135.495332;148.888647;31.147274;38.352612;36.286299;1.512418;4.260578;8.028942
2025-05-23;Duration;A;76.655812;110.701406;145.728134;25.353840;25.413790;22.508507;1.613721;4.219654;7.583300
2025-05-23;Duration;A-;133.884359;184.534713;183.927559;54.370706;45.935678;43.201381;1.567276;4.239381;7.875277
2025-05-23;Duration;BBB+;219.171919;263.785488;269.767346;53.804318;60.020092;20.604047;1.535211;4.230620;7.736643
2025-05-23;Duration;BBB;310.074275;324.708450;-;52.960772;17.559697;-;1.602435;4.226027;-
2025-05-23;Duration;BBB-;347.430290;-;-;37.284313;-;-;1.487342;-;-
2025-05-22;Maturity;AAA;37.947797;69.615457;88.652536;23.202051;39.221076;42.987289;1.379285;3.979049;8.320337
2025-05-22;Maturity;AA+;48.596426;87.045118;82.190380;33.362633;36.727190;13.087630;1.307363;4.129863;7.868493
2025-05-22;Maturity;AA;42.876760;66.463659;104.919195;13.660091;12.610856;19.293602;1.427471;3.990502;7.969315
2025-05-22;Maturity;AA-;58.658940;81.700230;118.591137;25.000354;30.309091;32.730521;1.573487;3.896038;7.552752
2025-05-22;Maturity;A+;86.733366;129.714826;149.238351;30.654219;36.686902;34.968878;1.440006;4.055164;7.841617
2025-05-22;Maturity;A;74.576890;107.982303;139.925171;23.800494;25.958984;21.748010;1.523605;3.826463;7.180284
2025-05-22;Maturity;A-;131.422334;178.802121;184.977600;53.204595;50.872124;40.386401;1.476027;3.857746;7.279992
2025-05-22;Maturity;BBB+;217.507391;276.795808;259.969695;51.848936;68.502322;31.099509;1.518627;3.753214;6.793045
2025-05-22;Maturity;BBB;310.006933;324.418657;-;52.960656;17.968042;-;1.605175;4.228767;-
2025-05-22;Maturity;BBB-;347.400546;-;-;37.299035;-;-;1.490082;-;-
2025-05-22;Duration;AAA;38.106727;69.904559;92.464283;23.038635;39.050562;44.196475;1.403761;4.102336;8.587442
2025-05-22;Duration;AA+;49.810192;80.102614;87.984660;32.567640;32.278125;12.391847;1.411925;4.700587;8.458904
2025-05-22;Duration;AA;42.901384;69.420043;105.083226;13.625317;16.597609;23.511146;1.427471;4.082020;8.597945
2025-05-22;Duration;AA-;59.942888;85.439243;123.397900;26.807087;30.283099;32.920252;1.617869;4.232191;8.002552
2025-05-22;Duration;A+;88.097547;135.603526;149.010606;31.207266;38.396810;36.096591;1.515157;4.263318;8.031682
2025-05-22;Duration;A;76.764897;110.747200;145.347005;25.221683;25.432527;22.264185;1.616461;4.222394;7.586040
2025-05-22;Duration;A-;134.036650;184.568785;184.236457;54.537599;45.956392;42.674516;1.570016;4.242120;7.878016
2025-05-22;Duration;BBB+;219.166084;263.897251;269.599301;53.836313;60.018533;20.462752;1.537951;4.233360;7.739383
2025-05-22;Duration;BBB;310.023911;324.827507;-;52.972100;17.479139;-;1.605175;4.228767;-
2025-05-22;Duration;BBB-;347.397435;-;-;37.298589;-;-;1.490082;-;-
2025-05-21;Maturity;AAA;37.971752;68.341558;88.644463;23.308100;38.438412;42.979794;1.357091;3.927397;8.323076
2025-05-21;Maturity;AA+;48.713250;87.050396;82.189498;33.285371;36.737388;13.090250;1.310102;4.132602;7.871232
2025-05-21;Maturity;AA;42.980867;66.452905;104.936831;13.701298;12.614058;19.309717;1.430210;3.993241;7.972054
2025-05-21;Maturity;AA-;58.746921;81.808992;119.146315;24.967664;30.269336;32.700393;1.576227;3.898778;7.555492
2025-05-21;Maturity;A+;88.277490;129.785897;149.263542;30.158765;37.194006;34.988540;1.405338;4.101369;7.844357
2025-05-21;Maturity;A;75.666493;108.787861;139.666095;25.031955;25.774206;21.208525;1.531506;3.806075;7.183024
2025-05-21;Maturity;A-;131.210680;179.325768;184.815657;52.973017;50.438041;40.467538;1.470253;3.846651;7.282732
2025-05-21;Maturity;BBB+;217.627285;276.775797;259.972746;51.827171;68.509475;31.096317;1.521366;3.755953;6.795784
2025-05-21;Maturity;BBB;302.576460;324.416836;-;43.282642;17.998787;-;1.530539;4.231506;-
2025-05-21;Maturity;BBB-;347.539654;-;-;37.267429;-;-;1.492821;-;-
2025-05-21;Duration;AAA;38.260640;69.895226;92.434670;22.995971;39.066768;44.190610;1.406501;4.105076;8.590182
2025-05-21;Duration;AA+;49.912752;80.078122;88.046096;32.505937;32.295927;12.377353;1.414665;4.703326;8.461643
2025-05-21;Duration;AA;43.002454;69.399348;105.217708;13.678314;16.598731;23.658742;1.430210;4.084760;8.600685
2025-05-21;Duration;AA-;60.035497;85.509728;124.121974;26.783986;30.236073;32.824991;1.620609;4.234931;8.005292
2025-05-21;Duration;A+;89.359722;135.543232;149.020039;30.735753;38.475168;36.180477;1.470353;4.291037;8.034422
2025-05-21;Duration;A;77.990524;111.071252;145.066710;26.392687;25.376620;21.548383;1.628338;4.207403;7.588780
2025-05-21;Duration;A-;134.260364;184.366593;184.311008;54.450073;45.921523;42.798813;1.572755;4.244860;7.880756
2025-05-21;Duration;BBB+;219.294378;263.841153;269.643135;53.807080;60.004015;20.519607;1.540691;4.236099;7.742123
2025-05-21;Duration;BBB;302.594135;324.749520;-;43.239663;17.528300;-;1.530539;4.231506;-
2025-05-21;Duration;BBB-;347.557323;-;-;37.280801;-;-;1.492821;-;-
2025-05-19;Maturity;AAA;40.115632;70.885787;89.822064;22.604861;38.757550;42.641081;1.362571;3.928605;8.328556
2025-05-19;Maturity;AA+;48.850173;87.267538;82.629309;33.277198;36.596912;13.048920;1.315582;4.138082;7.876712
2025-05-19;Maturity;AA;43.444410;66.429624;104.943079;13.756268;12.613719;19.317373;1.435690;3.998721;7.977534
2025-05-19;Maturity;AA-;59.206688;83.691605;118.933109;25.010842;29.080435;32.310632;1.581707;3.904257;7.560971
2025-05-19;Maturity;A+;89.004366;129.853753;150.038590;29.789671;37.284494;34.977170;1.410818;4.106849;7.849836
2025-05-19;Maturity;A;77.134241;108.782880;139.856284;24.774214;25.795388;21.286565;1.536986;3.811554;7.188503
2025-05-19;Maturity;A-;131.899693;179.541988;184.808453;52.951551;50.112820;40.474301;1.467138;3.838692;7.288211
2025-05-19;Maturity;BBB+;217.975052;276.877126;260.045028;51.801508;68.538431;31.084713;1.526846;3.761433;6.801264
2025-05-19;Maturity;BBB;303.010126;324.396801;-;43.138393;18.048485;-;1.536019;4.236986;-
2025-05-19;Maturity;BBB-;347.949427;-;-;37.226371;-;-;1.498301;-;-
2025-05-19;Duration;AAA;40.335297;72.352190;94.253994;22.288162;39.620277;43.134273;1.411981;4.117123;8.595662
2025-05-19;Duration;AA+;49.985053;80.424766;88.588908;32.510639;32.205114;12.350477;1.420144;4.708806;8.467123
2025-05-19;Duration;AA;43.457495;69.403474;105.032608;13.752180;16.591899;23.507896;1.435690;4.090239;8.606164
2025-05-19;Duration;AA-;60.476412;85.597948;124.521590;26.798707;27.612821;32.319920;1.626088;4.210449;7.955616
2025-05-19;Duration;A+;89.725373;134.951859;150.028868;30.406649;37.987212;36.367046;1.454109;4.266438;8.039901
2025-05-19;Duration;A;79.361349;111.086935;145.464326;26.032983;25.399972;21.648191;1.633817;4.212882;7.594259
2025-05-19;Duration;A-;135.183869;184.396425;184.367327;54.459102;45.838991;42.771647;1.578235;4.250340;7.886236
2025-05-19;Duration;BBB+;219.626083;263.932810;269.768901;53.737392;60.055609;20.650986;1.546170;4.241579;7.747602
2025-05-19;Duration;BBB;303.039289;324.719890;-;43.127302;17.636279;-;1.536019;4.236986;-
2025-05-19;Duration;BBB-;347.971260;-;-;37.233451;-;-;1.498301;-;-
2025-05-16;Maturity;AAA;40.545035;70.877107;89.922140;22.220405;38.673637;42.639278;1.370790;3.936825;8.336775
2025-05-16;Maturity;AA+;48.088790;89.119573;83.352086;32.096398;35.245227;12.214341;1.250926;4.146301;7.884931
2025-05-16;Maturity;AA;43.218026;66.373172;105.095164;13.777586;12.592745;19.379456;1.408219;4.006940;7.985753
2025-05-16;Maturity;AA-;57.336138;84.221981;119.677517;23.074174;31.223853;31.676392;1.544952;3.888680;7.569190
2025-05-16;Maturity;A+;89.909816;130.958018;152.970147;30.023747;36.584333;33.563385;1.419037;4.115068;7.825273
2025-05-16;Maturity;A;77.545926;108.772478;139.936231;24.689618;25.791876;21.078902;1.533429;3.819773;7.196723
2025-05-16;Maturity;A-;131.884610;179.420515;185.272375;52.844694;49.639386;40.243074;1.466713;3.815165;7.254005
2025-05-16;Maturity;BBB+;218.251142;276.907149;260.280258;51.766661;68.555426;30.928820;1.535065;3.769652;6.809483
2025-05-16;Maturity;BBB;299.406655;324.382371;-;42.140161;17.900756;-;1.390627;4.245205;-
2025-05-16;Maturity;BBB-;348.172419;-;-;37.222480;-;-;1.506520;-;-
2025-05-16;Duration;AAA;40.745853;72.398840;94.343547;21.909388;39.535086;43.220569;1.420200;4.125342;8.603881
2025-05-16;Duration;AA+;49.446937;82.036445;88.789447;31.645635;31.485332;11.324477;1.353729;4.717025;8.475342
2025-05-16;Duration;AA;43.226592;69.389661;105.197967;13.783340;16.716619;23.678316;1.408219;4.098458;8.614383
2025-05-16;Duration;AA-;59.808706;85.102934;125.121606;26.944597;28.567774;31.609284;1.611522;4.218668;7.963835
2025-05-16;Duration;A+;90.723919;135.879869;153.144042;30.578265;37.668989;34.807748;1.462328;4.274657;8.022954
2025-05-16;Duration;A;79.725391;111.232442;145.475122;25.914697;25.484962;21.405403;1.630240;4.221101;7.602478
2025-05-16;Duration;A-;135.450084;184.764348;184.507610;54.294386;45.765570;42.688422;1.586454;4.258559;7.894455
2025-05-16;Duration;BBB+;219.873524;264.179998;269.874989;53.675345;60.005662;20.670979;1.554389;4.249798;7.755821
2025-05-16;Duration;BBB;299.425519;324.899036;-;42.156946;17.773577;-;1.390627;4.245205;-
2025-05-16;Duration;BBB-;348.159921;-;-;37.227876;-;-;1.506520;-;-
2025-05-09;Maturity;AAA;42.232610;70.267915;86.352294;22.242489;39.337303;42.977438;1.364640;3.838356;8.117025
2025-05-09;Maturity;AA+;48.735274;89.340147;83.478632;30.280278;35.273763;12.131591;1.204414;4.165479;7.904109
2025-05-09;Maturity;AA;43.240069;66.329277;105.010460;13.953648;12.610571;19.280635;1.393115;4.026118;8.004931
2025-05-09;Maturity;AA-;59.629713;91.362749;119.289587;22.401500;27.501061;31.228841;1.541677;3.846423;7.494744
2025-05-09;Maturity;A+;90.612338;130.093909;152.836799;29.825444;35.369354;33.525223;1.438215;4.134246;7.844452
2025-05-09;Maturity;A;78.312399;108.585885;139.876757;24.584128;26.519817;21.072288;1.552607;3.845905;7.215901
2025-05-09;Maturity;A-;132.505204;181.354382;183.975598;52.192330;48.787060;40.776771;1.453922;3.802684;7.231902
2025-05-09;Maturity;BBB+;218.782860;278.158786;259.993832;51.775824;68.500904;30.984496;1.554243;3.788830;6.828661
2025-05-09;Maturity;BBB;299.930987;337.173330;-;42.039392;-;-;1.409805;4.753424;-
2025-05-09;Maturity;BBB-;348.748177;-;-;37.121621;-;-;1.525698;-;-
2025-05-09;Duration;AAA;42.219252;72.332472;94.362505;21.812296;39.596995;43.088911;1.439378;4.144520;8.623059
2025-05-09;Duration;AA+;49.943076;81.971917;89.514850;29.965185;31.505865;11.539847;1.305263;4.736203;8.494520
2025-05-09;Duration;AA;43.226297;69.275402;105.031233;13.967900;16.656495;23.237061;1.393115;4.117636;8.633561
2025-05-09;Duration;AA-;62.177390;92.002544;125.320147;26.194085;26.552185;30.811038;1.608258;4.234533;7.986179
2025-05-09;Duration;A+;91.320344;135.054768;153.221633;30.172746;36.767021;34.670877;1.481506;4.293835;8.042132
2025-05-09;Duration;A;80.117421;111.271065;145.595683;25.574375;25.978600;21.519697;1.637310;4.234100;7.621656
2025-05-09;Duration;A-;136.467737;184.792962;184.576604;53.925170;45.134968;42.896490;1.582251;4.277737;7.913633
2025-05-09;Duration;BBB+;220.393941;264.855496;270.391489;53.661459;60.042408;20.734574;1.573567;4.268976;7.774999
2025-05-09;Duration;BBB;299.904134;336.598548;-;42.065189;-;-;1.409805;4.753424;-
2025-05-09;Duration;BBB-;348.762209;-;-;37.144919;-;-;1.525698;-;-
2025-05-08;Maturity;AAA;42.673264;71.573920;86.367249;22.223949;38.613846;43.002836;1.367380;3.841095;8.119765
2025-05-08;Maturity;AA+;49.268609;89.411115;83.707115;30.148825;35.247444;12.217819;1.207153;4.168219;7.906849
2025-05-08;Maturity;AA;43.945126;66.365719;105.043906;14.501456;12.614625;19.304799;1.395855;4.028858;8.007671
2025-05-08;Maturity;AA-;59.934955;94.315553;119.602529;22.371675;26.172207;31.064606;1.544416;3.849162;7.497484
2025-05-08;Maturity;A+;89.803289;129.842791;152.914065;29.225672;34.535745;33.984419;1.420672;4.052699;7.711741
2025-05-08;Maturity;A;78.539160;107.779343;139.994828;24.636828;26.185393;20.807319;1.555346;3.822415;7.176027
2025-05-08;Maturity;A-;132.954726;180.555587;185.202184;52.216299;48.574148;40.235875;1.456661;3.805424;7.275923
2025-05-08;Maturity;BBB+;218.913929;278.269145;260.092561;51.910539;68.511620;30.946053;1.556983;3.791570;6.831401
2025-05-08;Maturity;BBB;300.362233;337.237815;-;42.023215;-;-;1.412545;4.756164;-
2025-05-08;Maturity;BBB-;349.244427;-;-;37.123549;-;-;1.528438;-;-
2025-05-08;Duration;AAA;42.654592;73.431455;94.357279;21.825343;38.755085;43.048649;1.442118;4.147260;8.625799
2025-05-08;Duration;AA+;50.384735;81.982155;89.963321;29.822344;31.400134;11.460059;1.308002;4.738943;8.497260
2025-05-08;Duration;AA;43.911078;69.249899;105.159948;14.518846;16.719187;23.469167;1.395855;4.120376;8.636301
2025-05-08;Duration;AA-;62.535731;94.617714;125.587351;26.213938;25.488394;30.908340;1.610998;4.237272;7.988919
2025-05-08;Duration;A+;90.516050;135.650206;153.542611;29.576003;36.717854;34.664890;1.462320;4.267382;8.044872
2025-05-08;Duration;A;80.321954;111.270319;145.704721;25.623519;25.985399;21.389405;1.640050;4.236840;7.624396
2025-05-08;Duration;A-;136.224401;186.211407;184.752848;53.565612;44.431917;43.033322;1.576482;4.250979;7.916373
2025-05-08;Duration;BBB+;220.472693;264.900263;270.907318;53.738339;60.006362;21.131066;1.576307;4.271716;7.777739
2025-05-08;Duration;BBB;300.269967;336.650244;-;42.086472;-;-;1.412545;4.756164;-
2025-05-08;Duration;BBB-;349.223395;-;-;37.099755;-;-;1.528438;-;-
2025-05-07;Maturity;AAA;43.456897;69.046807;86.367292;22.325810;38.778768;42.980753;1.344205;3.797108;8.122504
2025-05-07;Maturity;AA+;50.021471;89.405957;83.711096;29.777563;35.233907;12.193345;1.209893;4.170958;7.909589
2025-05-07;Maturity;AA;44.458096;66.859889;105.059913;14.634521;12.688701;19.323289;1.398595;4.031598;8.010411
2025-05-07;Maturity;AA-;60.290745;94.308603;120.269510;22.353637;26.116900;29.966779;1.547156;3.851902;7.500224
2025-05-07;Maturity;A+;89.935741;124.727665;147.870162;28.946377;31.619821;30.480463;1.423412;4.089811;7.799863
2025-05-07;Maturity;A;78.952973;107.841015;139.853761;24.572811;26.214458;20.698554;1.558086;3.825155;7.178767
2025-05-07;Maturity;A-;134.782190;180.633271;185.074228;52.590318;48.591209;40.314476;1.459401;3.808163;7.278663
2025-05-07;Maturity;BBB+;219.167824;278.375955;260.116514;51.985098;68.745146;30.954312;1.559722;3.794309;6.834141
2025-05-07;Maturity;BBB;300.745087;337.307478;-;42.010224;-;-;1.415284;4.758904;-
2025-05-07;Maturity;BBB-;349.577081;-;-;37.116225;-;-;1.531178;-;-
2025-05-07;Duration;AAA;43.171496;73.197832;94.377653;21.821044;38.808855;43.121383;1.444857;4.150000;8.628538
2025-05-07;Duration;AA+;51.043428;81.990511;89.889218;29.439570;31.423892;11.362178;1.310742;4.741682;8.500000
2025-05-07;Duration;AA;44.415601;69.725943;105.010184;14.652614;16.711930;23.302300;1.398595;4.123116;8.639041
2025-05-07;Duration;AA-;62.862678;94.662143;126.389387;26.147670;25.431429;29.317218;1.613738;4.240012;7.991659
2025-05-07;Duration;A+;89.896624;129.367818;149.572614;28.735789;32.410190;31.636765;1.445310;4.256673;8.076484
2025-05-07;Duration;A;80.700096;111.364930;145.584711;25.527170;26.012802;21.279407;1.642789;4.239580;7.627136
2025-05-07;Duration;A-;137.873434;186.395537;184.693613;53.786161;44.531555;43.037772;1.579222;4.253719;7.919112
2025-05-07;Duration;BBB+;220.705866;265.072924;271.120755;53.792303;60.254095;21.215601;1.579047;4.274456;7.780479
2025-05-07;Duration;BBB;300.570643;337.199646;-;42.150237;-;-;1.415284;4.758904;-
2025-05-07;Duration;BBB-;349.544800;-;-;37.067271;-;-;1.531178;-;-
2025-05-06;Maturity;AAA;42.747187;69.088661;86.340106;22.642404;38.756654;42.961502;1.346944;3.799847;8.125244
2025-05-06;Maturity;AA+;50.315923;89.430379;82.996506;29.691943;35.140621;11.895398;1.212633;4.173698;7.912328
2025-05-06;Maturity;AA;43.578630;66.751708;104.986322;14.977388;12.709841;19.361498;1.401334;4.034337;8.013150
2025-05-06;Maturity;AA-;60.160689;94.353731;120.200835;22.295365;26.116749;29.970486;1.549896;3.854642;7.502963
2025-05-06;Maturity;A+;89.555564;124.742187;145.344071;28.963634;31.613402;28.791918;1.426151;4.092551;7.802602
2025-05-06;Maturity;A;78.980522;108.260680;139.042288;24.673005;26.147981;20.683258;1.551386;3.840243;7.185370
2025-05-06;Maturity;A-;134.221973;180.826758;185.856394;52.738701;48.481774;40.132681;1.460457;3.801667;7.279423
2025-05-06;Maturity;BBB+;218.822339;277.043018;255.225452;51.947170;68.654376;27.954327;1.562462;3.797049;6.836880
2025-05-06;Maturity;BBB;300.378141;337.134842;-;41.989610;-;-;1.418024;4.761643;-
2025-05-06;Maturity;BBB-;349.151115;-;-;37.102600;-;-;1.533917;-;-
2025-05-06;Duration;AAA;42.525615;73.219789;94.341532;22.116790;38.764219;43.211664;1.447597;4.152739;8.631278
2025-05-06;Duration;AA+;51.371408;81.859186;88.737843;29.343589;31.365094;10.839484;1.313482;4.744422;8.502739
2025-05-06;Duration;AA;43.555559;69.673574;104.994633;15.001900;16.615321;23.329557;1.401334;4.125856;8.641780
2025-05-06;Duration;AA-;62.715495;94.657027;126.291965;26.010473;25.376206;29.140026;1.616478;4.242752;7.994398
2025-05-06;Duration;A+;89.531328;129.247284;146.755529;28.768252;32.346375;29.529696;1.448050;4.259412;8.079223
2025-05-06;Duration;A;80.719161;111.609608;144.690492;25.581923;25.802834;21.257126;1.635948;4.245262;7.624211
2025-05-06;Duration;A-;137.190640;186.285994;186.052759;53.941962;44.167707;42.853302;1.571775;4.237509;7.934914
2025-05-06;Duration;BBB+;220.427282;262.592133;266.540628;53.822660;59.787914;18.484027;1.581787;4.277195;7.783219
2025-05-06;Duration;BBB;300.272702;336.651852;-;42.100635;-;-;1.418024;4.761643;-
