Date;Group;1 Y;2 Y;3 Y;4 Y;5 Y;6 Y;7 Y;8 Y;9 Y;10 Y
2025-09-23;AAA;23.570341635872012;29.275137352539886;34.97993306920779;40.55065920219252;41.869222383260265;43.18778556432801;44.50634874539574;45.8249119264635;47.143475107531245;48.462038288598976
2025-09-23;AA+;36.08230109064955;33.83674109593908;31.591181101228614;29.345621106518138;26.075188607292432;22.096366809266158;18.11754501123987;14.13872321321358;10.159901415187292;6.181079617161004
2025-09-23;AA;16.259796868720258;16.54212104132732;16.824445213934368;17.18896905976692;18.434681668449343;19.680394277131782;20.926106885814207;22.17181949449666;23.417532103179084;24.663244711861523
2025-09-23;AA-;25.048243583932525;21.967123943458674;18.88600430298481;15.804884662510958;16.438083497738006;17.60931049076933;18.780537483800614;19.95176447683191;21.122991469863223;22.29421846289455
2025-09-23;A+;34.128307600936395;37.86178647585055;41.59526535076466;45.328744225678804;45.60755611228265;45.25769492055659;44.90783372883047;44.557972537104376;44.208111345378285;43.85825015365219
2025-09-23;A;26.847632664800052;27.333148352061883;27.818664039323693;28.304179726585545;27.534029548321115;26.597576580979123;25.66112361363716;24.72467064629518;23.78821767895323;22.851764711611224
2025-09-23;A-;61.547049816829855;58.01123021015209;54.47541060347433;50.93959099679657;49.710683192772166;48.80856506871078;47.90644694464942;47.004328820588;46.10221069652661;45.20009257246525
2025-09-23;BBB+;61.27017996823528;65.86916025538963;70.468140542544;74.30593031135345;65.4690148754745;56.63209943959549;47.795184003716514;38.95826856783751;30.12135313195853;21.28443769607952
2025-09-18;AAA;23.7868271982858;29.37096375014707;34.95510030200833;40.34926113403834;41.70692502062859;43.06458890721882;44.42225279380905;45.77991668039931;47.13758056698953;48.49524445357976
2025-09-18;AA+;35.9824306577564;33.966897168616164;31.951363679475946;29.935830190335707;26.472967209400025;22.14072054025766;17.80847387111531;13.47622720197296;9.14398053283061;4.8117338636882465
2025-09-18;AA;16.43916610696067;16.625744279059475;16.81232245115828;17.10889958177563;18.395390345178413;19.681881108581194;20.968371871983976;22.254862635386772;23.541353398789553;24.82784416219232
2025-09-18;AA-;24.11915681229827;21.427786178234072;18.7364155441699;16.0450449101057;16.639303736066907;17.769425617819763;18.899547499572634;20.02966938132552;21.15979126307839;22.289913144831246
2025-09-18;A+;33.36278913447015;36.95459456911804;40.54640000376594;44.13820543841382;44.52825068619305;44.33023508922852;44.132219492264;43.934203895299476;43.73618829833495;43.53817270137043
2025-09-18;A;26.609633492062642;27.061227362349968;27.512821232637293;27.96441510292462;27.297202223166522;26.504063479002184;25.710924734837818;24.917785990673508;24.12464724650917;23.331508502344803
2025-09-18;A-;61.94676696765842;58.27356578398965;54.60036460032089;50.92716341665212;49.53056410484089;48.43750422686759;47.34444434889426;46.251384470920954;45.15832459294765;44.06526471497435
2025-09-18;BBB+;62.368520406325956;66.8591315041192;71.34974260191245;75.27861387794513;66.69182253689434;58.10503119584348;49.518239854792654;40.93144851374183;32.344657172691;23.757865831640174
2025-09-17;AAA;23.827426636961505;29.370205736102733;34.912984835243975;40.2780848722886;41.611407282850436;42.944729693412256;44.27805210397409;45.611374514535925;46.94469692509773;48.278019335659565
2025-09-17;AA+;35.762443257288794;33.817874411178636;31.873305565068463;29.928736718958305;26.479930288759448;22.11695165914044;17.75397302952142;13.39099439990241;9.028015770283417;4.66503714066441
2025-09-17;AA;16.392992729741664;16.60805139265957;16.823110055577466;17.144481406638192;18.452532982325792;19.76058455801342;21.06863613370102;22.376687709388634;23.684739285076233;24.992790860763847
