Date;AAA;AA;A;BBB;BB;B;CCC
2010-12-01;0.68;1.23;1.66;2.27;4.53;6.0;10.0
2010-11-30;0.67;1.24;1.67;2.28;4.69;6.21;10.28
2010-11-29;0.7;1.2;1.64;2.27;4.56;5.98;10.0
2010-11-26;0.67;1.16;1.61;2.24;4.48;5.9;9.91
2010-11-25;0.68;1.17;1.62;2.24;4.45;5.9;9.88
2010-11-24;0.68;1.17;1.62;2.24;4.46;5.9;9.88
2010-11-23;0.64;1.17;1.62;2.26;4.54;6.02;10.04
2010-11-22;0.66;1.15;1.6;2.23;4.43;5.88;9.83
2010-11-19;0.68;1.14;1.59;2.22;4.35;5.77;9.73
2010-11-18;0.69;1.15;1.6;2.23;4.34;5.76;9.7
2010-11-17;0.69;1.15;1.61;2.25;4.4;5.86;9.88
2010-11-16;0.7;1.15;1.61;2.24;4.39;5.9;9.84
2010-11-15;0.71;1.14;1.61;2.24;4.21;5.66;9.53
2010-11-12;0.7;1.14;1.61;2.24;4.28;5.74;9.64
2010-11-11;0.66;1.12;1.59;2.23;4.29;5.75;9.61
2010-11-10;0.66;1.13;1.59;2.23;4.29;5.75;9.61
2010-11-09;0.68;1.12;1.59;2.22;4.22;5.64;9.39
2010-11-08;0.67;1.13;1.6;2.23;4.31;5.76;9.53
2010-11-05;0.66;1.14;1.61;2.23;4.33;5.81;9.55
2010-11-04;0.66;1.15;1.62;2.25;4.41;5.9;9.77
2010-11-03;0.66;1.16;1.63;2.26;4.4;5.94;9.91
2010-11-02;0.67;1.16;1.62;2.26;4.41;5.96;9.96
2010-11-01;0.67;1.17;1.64;2.28;4.4;5.99;10.02
2010-10-31;0.66;1.15;1.62;2.26;4.39;5.96;9.96
2010-10-29;0.65;1.14;1.62;2.25;4.28;5.87;9.88
2010-10-28;0.66;1.15;1.62;2.25;4.25;5.8;9.84
2010-10-27;0.64;1.15;1.61;2.24;4.19;5.76;9.84
2010-10-26;0.65;1.16;1.62;2.26;4.25;5.82;9.91
2010-10-25;0.65;1.17;1.63;2.27;4.34;5.94;10.07
2010-10-22;0.66;1.19;1.66;2.29;4.39;5.98;10.17
2010-10-21;0.66;1.19;1.66;2.3;4.41;6.04;10.23
2010-10-20;0.66;1.2;1.67;2.32;4.47;6.11;10.3
2010-10-19;0.66;1.19;1.66;2.31;4.45;6.08;10.26
2010-10-18;0.66;1.19;1.66;2.31;4.44;6.07;10.19
2010-10-15;0.66;1.19;1.66;2.3;4.38;6.01;10.11
2010-10-14;0.66;1.18;1.66;2.3;4.42;5.99;10.17
2010-10-13;0.67;1.16;1.63;2.31;4.46;6.03;10.24
2010-10-12;0.66;1.16;1.63;2.32;4.5;6.1;10.37
2010-10-11;0.65;1.16;1.63;2.33;4.54;6.14;10.39
2010-10-08;0.66;1.16;1.63;2.33;4.54;6.14;10.39
2010-10-07;0.66;1.17;1.64;2.34;4.54;6.15;10.43
2010-10-06;0.66;1.18;1.65;2.35;4.56;6.18;10.48
2010-10-05;0.67;1.19;1.66;2.36;4.57;6.21;10.53
2010-10-04;0.7;1.2;1.67;2.37;4.6;6.26;10.7
2010-10-01;0.69;1.2;1.66;2.36;4.58;6.26;10.67
2010-09-30;0.72;1.2;1.67;2.37;4.6;6.32;10.71
2010-09-29;0.68;1.19;1.67;2.36;4.61;6.25;10.78
2010-09-28;0.68;1.19;1.67;2.36;4.68;6.32;10.93
2010-09-27;0.67;1.18;1.66;2.35;4.66;6.32;10.93
2010-09-24;0.68;1.19;1.66;2.35;4.62;6.28;10.89
2010-09-23;0.7;1.19;1.67;2.36;4.66;6.33;10.98
2010-09-22;0.7;1.18;1.67;2.36;4.65;6.31;10.9
2010-09-21;0.71;1.17;1.66;2.35;4.63;6.27;10.85
2010-09-20;0.68;1.18;1.66;2.35;4.57;6.21;10.77
2010-09-17;0.69;1.18;1.67;2.35;4.58;6.18;10.78
2010-09-16;0.69;1.18;1.67;2.35;4.59;6.17;10.81
2010-09-15;0.69;1.19;1.68;2.36;4.63;6.26;10.85
2010-09-14;0.7;1.18;1.67;2.37;4.67;6.32;10.93
2010-09-13;0.69;1.18;1.67;2.37;4.67;6.31;10.92
2010-09-10;0.7;1.2;1.7;2.39;4.68;6.32;10.98
2010-09-09;0.7;1.21;1.71;2.41;4.76;6.42;11.08
2010-09-08;0.74;1.21;1.72;2.43;4.87;6.54;11.26
2010-09-07;0.74;1.23;1.73;2.44;4.95;6.65;11.35
2010-09-06;0.74;1.23;1.73;2.44;4.89;6.59;11.29
2010-09-03;0.74;1.23;1.73;2.44;4.9;6.59;11.29
2010-09-02;0.75;1.25;1.76;2.46;4.97;6.69;11.42
2010-09-01;0.76;1.26;1.76;2.48;5.04;6.79;11.48
2010-08-31;0.75;1.27;1.77;2.49;5.15;6.93;11.61
2010-08-30;0.72;1.23;1.74;2.46;5.04;6.74;11.59
2010-08-27;0.68;1.22;1.73;2.45;4.96;6.67;11.49
2010-08-26;0.69;1.22;1.73;2.46;5.07;6.79;11.61
2010-08-25;0.69;1.22;1.73;2.44;5.07;6.78;11.58
2010-08-24;0.7;1.21;1.72;2.42;5.08;6.8;11.55
2010-08-23;0.7;1.2;1.71;2.41;4.98;6.69;11.39
2010-08-20;0.69;1.2;1.71;2.4;4.98;6.68;11.34
2010-08-19;0.7;1.21;1.71;2.41;5.0;6.7;11.32
2010-08-18;0.71;1.21;1.71;2.41;4.98;6.66;11.26
2010-08-17;0.72;1.23;1.72;2.42;5.01;6.7;11.29
2010-08-16;0.73;1.23;1.72;2.43;5.08;6.81;11.35
2010-08-13;0.72;1.24;1.72;2.42;5.05;6.78;11.28
2010-08-12;0.74;1.26;1.74;2.43;5.03;6.74;11.2
2010-08-11;0.75;1.24;1.73;2.41;5.01;6.67;11.09
2010-08-10;0.73;1.22;1.71;2.39;4.88;6.48;10.84
2010-08-09;0.73;1.21;1.69;2.37;4.83;6.4;10.77
2010-08-06;0.73;1.21;1.7;2.38;4.85;6.44;10.8
2010-08-05;0.73;1.21;1.7;2.38;4.81;6.39;10.71
2010-08-04;0.73;1.21;1.7;2.38;4.79;6.35;10.68
2010-08-03;0.74;1.21;1.7;2.4;4.84;6.43;10.76
2010-08-02;0.74;1.21;1.71;2.4;4.84;6.41;10.72
2010-07-31;0.78;1.22;1.71;2.41;4.87;6.48;10.79
2010-07-30;0.82;1.22;1.7;2.41;4.84;6.42;10.74
2010-07-29;0.75;1.2;1.68;2.39;4.78;6.33;10.61
2010-07-28;0.73;1.19;1.68;2.4;4.77;6.31;10.58
2010-07-27;0.74;1.2;1.68;2.41;4.75;6.26;10.51
2010-07-26;0.79;1.22;1.72;2.45;4.84;6.39;10.64
2010-07-23;0.79;1.24;1.74;2.48;4.88;6.44;10.73
2010-07-22;0.8;1.25;1.76;2.51;4.95;6.53;10.81
2010-07-21;0.8;1.26;1.77;2.52;5.03;6.6;10.91
2010-07-20;0.8;1.27;1.78;2.54;5.06;6.63;11.0
2010-07-19;0.8;1.27;1.78;2.54;5.05;6.61;10.97
2010-07-16;0.79;1.28;1.78;2.54;5.04;6.63;10.93
2010-07-15;0.81;1.28;1.79;2.54;5.01;6.57;10.89
2010-07-14;0.81;1.28;1.79;2.54;4.98;6.52;10.85
2010-07-13;0.81;1.29;1.8;2.55;4.98;6.53;10.89
2010-07-12;0.81;1.32;1.84;2.58;5.11;6.68;11.1
2010-07-09;0.83;1.33;1.85;2.6;5.15;6.7;11.14
2010-07-08;0.83;1.36;1.87;2.62;5.23;6.81;11.29
2010-07-07;0.84;1.37;1.88;2.63;5.31;6.94;11.45
2010-07-06;0.84;1.37;1.88;2.63;5.36;6.98;11.47
2010-07-05;0.83;1.39;1.89;2.64;5.34;6.98;11.48
2010-07-02;0.83;1.39;1.89;2.64;5.34;6.98;11.48
2010-07-01;0.83;1.39;1.9;2.64;5.37;7.05;11.49
2010-06-30;0.8;1.39;1.9;2.63;5.35;7.01;11.39
2010-06-29;0.8;1.48;1.89;2.6;5.3;6.93;11.16
2010-06-28;0.8;1.47;1.88;2.59;5.23;6.8;10.92
2010-06-25;0.79;1.48;1.88;2.58;5.2;6.78;10.9
2010-06-24;0.81;1.48;1.88;2.57;5.19;6.76;10.85
2010-06-23;0.81;1.45;1.87;2.56;5.16;6.7;10.69
2010-06-22;0.81;1.45;1.87;2.55;5.1;6.64;10.57
2010-06-21;0.81;1.46;1.86;2.54;5.05;6.55;10.47
2010-06-18;0.82;1.48;1.89;2.58;5.17;6.68;10.66
2010-06-17;0.81;1.49;1.89;2.59;5.25;6.77;10.79
2010-06-16;0.82;1.51;1.91;2.6;5.27;6.83;10.94
2010-06-15;0.83;1.53;1.92;2.61;5.32;6.89;11.07
2010-06-14;0.82;1.51;1.93;2.61;5.42;7.02;11.23
2010-06-11;0.82;1.52;1.95;2.63;5.51;7.14;11.42
2010-06-10;0.85;1.53;1.94;2.62;5.43;7.06;11.33
2010-06-09;0.81;1.52;1.93;2.62;5.5;7.15;11.38
2010-06-08;0.8;1.49;1.93;2.62;5.51;7.18;11.32
2010-06-07;0.78;1.47;1.91;2.58;5.44;7.07;11.18
2010-06-04;0.77;1.47;1.9;2.56;5.41;7.05;11.09
2010-06-03;0.81;1.44;1.88;2.53;5.22;6.82;10.88
2010-06-02;0.79;1.46;1.89;2.56;5.31;6.95;10.98
2010-06-01;0.78;1.43;1.88;2.53;5.3;6.95;10.99
2010-05-31;0.8;1.38;1.87;2.51;5.27;6.88;10.89
2010-05-28;0.79;1.38;1.87;2.5;5.19;6.74;10.85
2010-05-27;0.77;1.38;1.88;2.5;5.17;6.71;10.83
2010-05-26;0.76;1.39;1.89;2.52;5.34;6.91;11.04
2010-05-25;0.73;1.42;1.91;2.53;5.45;7.11;11.33
2010-05-24;0.71;1.35;1.83;2.46;5.24;6.83;10.9
2010-05-21;0.72;1.34;1.83;2.44;5.28;6.91;10.93
2010-05-20;0.72;1.34;1.82;2.4;5.19;6.8;10.81
2010-05-19;0.65;1.26;1.74;2.3;4.93;6.49;10.25
2010-05-18;0.63;1.22;1.69;2.23;4.84;6.35;10.05
2010-05-17;0.61;1.21;1.67;2.21;4.77;6.25;9.9
2010-05-14;0.63;1.21;1.67;2.21;4.75;6.24;9.8
2010-05-13;0.62;1.17;1.64;2.18;4.6;6.03;9.52
2010-05-12;0.64;1.19;1.65;2.2;4.64;6.07;9.6
2010-05-11;0.64;1.2;1.66;2.22;4.75;6.25;9.81
2010-05-10;0.63;1.18;1.64;2.2;4.68;6.18;9.66
2010-05-07;0.65;1.27;1.72;2.25;4.85;6.42;9.94
2010-05-06;0.63;1.21;1.65;2.16;4.71;6.16;9.67
2010-05-05;0.6;1.05;1.52;2.05;4.41;5.82;9.17
2010-05-04;0.6;1.02;1.48;2.0;4.23;5.57;8.88
2010-05-03;0.59;0.98;1.45;1.98;4.12;5.46;8.74
2010-04-30;0.58;0.96;1.43;1.97;4.15;5.5;8.78
2010-04-29;0.59;0.96;1.44;1.95;4.02;5.43;8.78
2010-04-28;0.58;0.96;1.44;1.94;3.98;5.38;8.78
2010-04-27;0.57;0.95;1.44;1.94;4.03;5.42;8.79
2010-04-26;0.57;0.93;1.42;1.91;3.91;5.29;8.65
2010-04-23;0.59;0.94;1.4;1.91;3.92;5.31;8.72
2010-04-22;0.59;0.94;1.41;1.92;3.96;5.36;8.85
2010-04-21;0.6;0.92;1.39;1.93;4.02;5.42;8.86
2010-04-20;0.6;0.93;1.4;1.93;4.0;5.41;8.88
2010-04-19;0.6;0.93;1.41;1.94;4.03;5.45;8.96
2010-04-16;0.61;0.93;1.4;1.95;4.04;5.42;8.91
2010-04-15;0.62;0.93;1.39;1.95;4.01;5.36;8.82
2010-04-14;0.63;0.94;1.4;1.97;4.04;5.41;8.92
2010-04-13;0.65;0.96;1.43;1.99;4.11;5.5;9.08
2010-04-12;0.64;0.97;1.44;1.99;4.12;5.51;9.13
2010-04-09;0.63;0.97;1.44;1.99;4.1;5.52;9.14
2010-04-08;0.63;0.98;1.45;2.0;4.12;5.55;9.18
2010-04-07;0.64;0.98;1.45;2.01;4.14;5.56;9.21
2010-04-06;0.63;0.98;1.45;2.01;4.07;5.47;9.18
2010-04-05;0.65;0.99;1.46;2.02;4.07;5.46;9.19
2010-04-02;nan;nan;nan;nan;nan;nan;nan
2010-04-01;0.65;1.01;1.48;2.04;4.2;5.65;9.42
2010-03-31;0.65;1.01;1.48;2.05;4.21;5.67;9.46
2010-03-30;0.64;1.02;1.49;2.07;4.17;5.62;9.32
2010-03-29;0.64;1.02;1.49;2.08;4.18;5.63;9.36
2010-03-26;0.6;1.02;1.5;2.08;4.19;5.63;9.37
2010-03-25;0.62;1.03;1.51;2.09;4.18;5.6;9.36
2010-03-24;0.63;1.05;1.53;2.11;4.25;5.66;9.44
2010-03-23;0.68;1.06;1.54;2.13;4.39;5.82;9.64
2010-03-22;0.68;1.06;1.54;2.13;4.4;5.84;9.69
2010-03-19;0.64;1.06;1.55;2.14;4.37;5.79;9.61
2010-03-18;0.68;1.07;1.56;2.15;4.4;5.84;9.66
2010-03-17;0.69;1.08;1.57;2.16;4.49;5.93;9.77
2010-03-16;0.69;1.1;1.59;2.18;4.53;5.98;9.86
2010-03-15;0.69;1.11;1.59;2.18;4.49;5.94;9.79
2010-03-12;0.69;1.12;1.6;2.19;4.49;5.93;9.78
2010-03-11;0.72;1.13;1.61;2.2;4.52;5.97;9.82
2010-03-10;0.71;1.14;1.62;2.21;4.53;6.0;9.77
2010-03-09;0.7;1.15;1.64;2.23;4.62;6.05;9.86
2010-03-08;0.7;1.16;1.64;2.24;4.65;6.08;9.95
2010-03-05;0.72;1.18;1.66;2.27;4.73;6.16;10.1
2010-03-04;0.74;1.2;1.67;2.3;4.83;6.29;10.29
2010-03-03;0.74;1.21;1.68;2.31;4.87;6.34;10.35
2010-03-02;0.74;1.21;1.68;2.31;4.91;6.38;10.42
2010-03-01;0.74;1.23;1.7;2.35;4.98;6.46;10.53
2010-02-28;0.7;1.21;1.68;2.33;5.01;6.5;10.61
2010-02-26;0.71;1.24;1.71;2.31;4.97;6.44;10.12
2010-02-25;0.71;1.24;1.72;2.31;4.95;6.44;10.12
2010-02-24;0.72;1.24;1.71;2.3;4.89;6.35;10.04
2010-02-23;0.73;1.24;1.71;2.3;4.92;6.38;10.02
2010-02-22;0.74;1.24;1.71;2.31;4.86;6.25;9.88
2010-02-19;0.75;1.25;1.73;2.33;4.9;6.3;9.97
2010-02-18;0.74;1.26;1.74;2.34;4.99;6.38;10.11
2010-02-17;0.76;1.28;1.76;2.37;5.11;6.53;10.31
2010-02-16;0.74;1.29;1.77;2.38;5.27;6.76;10.7
2010-02-15;0.75;1.28;1.77;2.37;5.25;6.73;10.73
2010-02-12;0.75;1.29;1.77;2.38;5.26;6.75;10.77
2010-02-11;0.76;1.28;1.77;2.38;5.21;6.71;10.7
2010-02-10;0.8;1.29;1.76;2.39;5.16;6.65;10.65
2010-02-09;0.79;1.29;1.75;2.39;5.16;6.61;10.5
2010-02-08;0.78;1.28;1.73;2.38;5.15;6.59;10.41
2010-02-05;0.77;1.28;1.72;2.36;5.13;6.56;10.3
2010-02-04;0.79;1.24;1.69;2.33;4.99;6.31;9.93
2010-02-03;0.78;1.21;1.66;2.3;4.89;6.17;9.76
2010-02-02;0.76;1.22;1.66;2.31;4.96;6.23;9.88
2010-02-01;0.76;1.23;1.67;2.32;4.97;6.22;9.88
2010-01-31;0.73;1.21;1.65;2.3;4.98;6.22;9.86
2010-01-29;0.72;1.19;1.63;2.35;4.83;6.15;9.84
2010-01-28;0.72;1.2;1.64;2.35;4.78;6.1;9.77
2010-01-27;0.7;1.2;1.62;2.35;4.77;6.09;9.8
2010-01-26;0.71;1.18;1.62;2.35;4.79;6.13;9.84
2010-01-25;0.72;1.19;1.62;2.34;4.77;6.12;9.83
2010-01-22;0.71;1.19;1.61;2.32;4.74;6.06;9.7
2010-01-21;0.71;1.17;1.59;2.3;4.66;5.94;9.48
2010-01-20;0.71;1.15;1.59;2.29;4.61;5.86;9.33
2010-01-19;0.72;1.16;1.58;2.29;4.56;5.82;9.26
2010-01-18;0.69;1.14;1.58;2.28;4.57;5.8;9.24
2010-01-15;0.69;1.14;1.58;2.28;4.57;5.8;9.23
2010-01-14;0.68;1.12;1.57;2.27;4.52;5.72;9.18
2010-01-13;0.69;1.12;1.57;2.28;4.49;5.71;9.2
2010-01-12;0.69;1.11;1.57;2.29;4.53;5.78;9.22
2010-01-11;0.7;1.1;1.57;2.29;4.47;5.68;9.13
2010-01-08;0.7;1.12;1.59;2.31;4.51;5.7;9.17
2010-01-07;0.72;1.14;1.62;2.34;4.53;5.71;9.15
2010-01-06;0.7;1.14;1.63;2.38;4.62;5.81;9.45
2010-01-05;0.7;1.14;1.64;2.42;4.71;5.93;9.69
2010-01-04;0.75;1.17;1.67;2.46;4.72;5.96;9.82
2010-01-01;nan;nan;nan;nan;nan;nan;nan
2009-12-31;0.77;1.19;1.69;2.48;4.73;5.97;10.0
2009-12-30;0.78;1.18;1.69;2.49;4.82;6.02;10.05
2009-12-29;0.78;1.19;1.7;2.5;4.82;6.01;10.05
2009-12-28;0.79;1.19;1.71;2.52;4.81;6.01;10.06
2009-12-25;nan;nan;nan;nan;nan;nan;nan
2009-12-24;0.78;1.2;1.73;2.53;4.85;6.07;10.13
2009-12-23;0.78;1.23;1.74;2.55;4.9;6.14;10.18
2009-12-22;0.8;1.24;1.75;2.56;4.94;6.19;10.24
2009-12-21;0.81;1.24;1.76;2.57;5.0;6.25;10.36
2009-12-18;0.82;1.25;1.78;2.58;5.11;6.37;10.49
2009-12-17;0.81;1.25;1.8;2.6;5.17;6.43;10.59
2009-12-16;0.84;1.26;1.79;2.62;5.09;6.34;10.5
2009-12-15;0.85;1.26;1.8;2.64;5.12;6.36;10.59
2009-12-14;0.85;1.28;1.8;2.67;5.22;6.45;10.74
2009-12-11;0.86;1.31;1.84;2.72;5.31;6.55;10.95
2009-12-10;0.85;1.32;1.86;2.74;5.39;6.62;11.11
2009-12-09;0.85;1.33;1.89;2.77;5.47;6.68;11.2
2009-12-08;0.88;1.33;1.89;2.78;5.51;6.74;11.27
2009-12-07;0.88;1.34;1.89;2.79;5.48;6.67;11.22
2009-12-04;0.85;1.36;1.91;2.81;5.46;6.65;11.2
2009-12-03;0.84;1.37;1.93;2.84;5.59;6.82;11.41
2009-12-02;0.81;1.39;1.95;2.86;5.67;6.89;11.54
2009-12-01;0.88;1.4;1.96;2.88;5.75;6.99;11.66
2009-11-30;0.88;1.4;1.96;2.88;5.78;7.07;11.76
2009-11-27;0.84;1.4;1.94;2.84;5.68;7.0;11.83
2009-11-26;0.84;1.36;1.91;2.82;5.62;6.93;11.75
2009-11-25;0.84;1.36;1.91;2.82;5.62;6.93;11.74
2009-11-24;0.85;1.37;1.9;2.82;5.6;6.91;11.74
2009-11-23;0.84;1.35;1.89;2.81;5.55;6.89;11.74
2009-11-20;0.83;1.34;1.89;2.81;5.55;6.91;11.82
2009-11-19;0.83;1.35;1.89;2.82;5.54;6.91;11.86
2009-11-18;0.88;1.35;1.88;2.83;5.51;6.85;11.8
2009-11-17;0.87;1.35;1.88;2.83;5.55;6.89;11.84
2009-11-16;0.88;1.35;1.88;2.84;5.55;6.91;11.83
2009-11-13;0.88;1.35;1.88;2.85;5.51;6.87;11.84
2009-11-12;0.88;1.35;1.89;2.86;5.54;6.91;11.83
2009-11-11;0.87;1.35;1.88;2.85;5.5;6.88;11.84
2009-11-10;0.87;1.35;1.88;2.85;5.5;6.88;11.84
2009-11-09;0.88;1.36;1.89;2.87;5.54;6.93;11.9
2009-11-06;0.88;1.37;1.9;2.88;5.55;6.96;11.96
2009-11-05;0.88;1.38;1.91;2.88;5.52;6.91;11.95
2009-11-04;0.87;1.38;1.91;2.88;5.5;6.89;11.99
2009-11-03;0.88;1.39;1.91;2.89;5.54;6.96;12.06
2009-11-02;0.89;1.39;1.91;2.89;5.54;6.95;12.03
2009-10-31;0.9;1.38;1.9;2.88;5.52;6.92;12.09
2009-10-30;0.93;1.36;1.89;2.89;5.38;7.2;12.13
2009-10-29;0.9;1.37;1.9;2.88;5.29;7.09;12.03
2009-10-28;0.89;1.37;1.9;2.89;5.33;7.13;12.03
2009-10-27;0.89;1.36;1.9;2.88;5.23;7.0;11.9
2009-10-26;0.89;1.38;1.92;2.88;5.13;6.89;11.74
2009-10-23;0.91;1.41;1.94;2.9;5.2;7.02;11.83
2009-10-22;0.91;1.43;1.96;2.92;5.27;7.11;11.89
2009-10-21;0.92;1.44;1.97;2.94;5.27;7.13;12.08
2009-10-20;0.91;1.45;1.99;2.97;5.35;7.23;12.18
2009-10-19;0.94;1.48;2.0;2.97;5.34;7.22;12.24
2009-10-16;0.95;1.5;2.02;2.98;5.33;7.24;12.32
2009-10-15;0.94;1.51;2.02;2.99;5.32;7.23;12.35
2009-10-14;0.94;1.52;2.03;3.01;5.37;7.31;12.46
2009-10-13;0.92;1.54;2.05;3.02;5.5;7.45;12.79
2009-10-12;0.93;1.53;2.06;3.02;5.45;7.4;12.72
2009-10-09;0.93;1.53;2.06;3.02;5.45;7.4;12.7
2009-10-08;0.91;1.54;2.07;3.05;5.55;7.53;12.88
2009-10-07;0.92;1.55;2.07;3.06;5.63;7.66;13.01
2009-10-06;0.91;1.54;2.07;3.07;5.61;7.6;12.87
2009-10-05;0.92;1.56;2.09;3.1;5.7;7.72;12.98
2009-10-02;0.92;1.58;2.11;3.11;5.74;7.79;13.0
2009-10-01;0.91;1.57;2.1;3.09;5.69;7.71;12.84
2009-09-30;0.91;1.54;2.07;3.06;5.55;7.52;12.59
2009-09-29;0.9;1.53;2.04;3.05;5.73;7.38;12.29
2009-09-28;0.91;1.52;2.03;3.05;5.75;7.44;12.32
2009-09-25;0.9;1.51;2.02;3.04;5.71;7.39;12.23
2009-09-24;0.91;1.49;2.02;3.04;5.7;7.37;12.18
2009-09-23;0.94;1.48;2.02;3.04;5.72;7.34;12.24
2009-09-22;0.93;1.47;2.01;3.05;5.74;7.4;12.34
2009-09-21;0.93;1.48;2.03;3.07;5.77;7.43;12.53
2009-09-18;0.93;1.47;2.03;3.08;5.79;7.4;12.46
2009-09-17;0.93;1.49;2.05;3.12;5.87;7.52;12.59
2009-09-16;0.94;1.48;2.05;3.14;5.88;7.52;12.6
2009-09-15;0.96;1.5;2.07;3.18;6.04;7.77;13.07
2009-09-14;0.99;1.53;2.1;3.23;6.18;7.97;13.54
2009-09-11;0.98;1.54;2.12;3.25;6.37;8.14;13.82
2009-09-10;1.01;1.55;2.15;3.28;6.45;8.28;14.14
2009-09-09;1.01;1.58;2.17;3.32;6.45;8.32;14.32
2009-09-08;0.99;1.58;2.18;3.33;6.49;8.34;14.45
2009-09-07;0.99;1.6;2.21;3.35;6.53;8.4;14.65
2009-09-04;0.99;1.6;2.21;3.35;6.52;8.39;14.63
2009-09-03;0.96;1.61;2.22;3.36;6.6;8.5;14.73
2009-09-02;0.95;1.62;2.23;3.36;6.62;8.55;14.82
2009-09-01;1.0;1.62;2.22;3.35;6.58;8.5;14.76
2009-08-31;0.96;1.61;2.21;3.34;6.54;8.4;14.69
2009-08-28;0.99;1.58;2.2;3.34;6.39;8.51;13.87
2009-08-27;1.01;1.6;2.21;3.36;6.4;8.53;13.94
2009-08-26;1.01;1.6;2.21;3.38;6.44;8.58;13.98
2009-08-25;1.0;1.6;2.21;3.39;6.44;8.58;14.01
2009-08-24;1.0;1.6;2.24;3.41;6.47;8.57;14.04
2009-08-21;1.03;1.61;2.25;3.43;6.45;8.53;14.09
2009-08-20;1.03;1.63;2.28;3.44;6.59;8.71;14.21
2009-08-19;1.0;1.64;2.27;3.45;6.57;8.69;14.19
2009-08-18;1.0;1.64;2.27;3.43;6.51;8.62;14.11
2009-08-17;0.99;1.64;2.26;3.41;6.49;8.58;14.16
2009-08-14;1.01;1.59;2.21;3.38;6.33;8.36;13.76
2009-08-13;1.01;1.59;2.2;3.37;6.3;8.3;13.77
2009-08-12;1.02;1.59;2.21;3.38;6.2;8.18;13.55
2009-08-11;1.06;1.59;2.2;3.37;6.09;8.03;13.39
2009-08-10;1.06;1.57;2.19;3.36;6.05;7.94;13.32
2009-08-07;1.07;1.59;2.22;3.38;6.03;7.91;13.35
2009-08-06;1.07;1.61;2.24;3.43;6.17;8.08;13.55
2009-08-05;1.06;1.63;2.27;3.49;6.21;8.08;13.61
2009-08-04;1.1;1.65;2.3;3.54;6.31;8.19;13.76
2009-08-03;1.11;1.71;2.34;3.6;6.39;8.31;13.93
2009-07-31;1.1;1.72;2.36;3.65;6.54;8.52;14.36
2009-07-30;1.13;1.77;2.42;3.69;6.99;8.63;14.15
2009-07-29;1.16;1.82;2.48;3.79;7.06;8.71;14.44
2009-07-28;1.18;1.87;2.53;3.87;7.14;8.83;14.63
2009-07-27;1.19;1.91;2.55;3.92;7.23;8.91;14.77
2009-07-24;1.19;1.94;2.58;3.97;7.35;9.0;15.05
2009-07-23;1.19;1.96;2.6;4.02;7.42;9.04;15.22
2009-07-22;1.19;1.97;2.63;4.08;7.64;9.32;15.72
2009-07-21;1.2;1.96;2.64;4.12;7.71;9.44;15.91
2009-07-20;1.23;1.98;2.68;4.15;7.75;9.47;16.16
2009-07-17;1.24;2.01;2.72;4.17;7.78;9.5;16.25
2009-07-16;1.24;2.06;2.78;4.21;7.94;9.66;16.43
2009-07-15;1.23;2.09;2.83;4.24;7.79;9.63;16.57
2009-07-14;1.23;2.12;2.87;4.3;7.99;9.88;16.86
2009-07-13;1.24;2.14;2.89;4.34;8.14;10.06;17.04
2009-07-10;1.25;2.15;2.9;4.35;8.1;10.06;17.02
2009-07-09;1.24;2.15;2.9;4.34;8.02;9.95;16.88
2009-07-08;1.27;2.16;2.91;4.34;8.05;10.02;16.92
2009-07-07;1.27;2.16;2.91;4.33;7.87;9.82;16.61
2009-07-06;1.32;2.16;2.92;4.34;7.87;9.78;16.58
2009-07-03;0.85;2.16;2.91;4.33;7.81;9.72;16.4
2009-07-02;0.85;2.16;2.91;4.33;7.81;9.72;16.39
2009-07-01;1.01;2.17;2.92;4.33;7.8;9.68;16.38
2009-06-30;1.04;2.17;2.92;4.33;7.82;9.7;16.52
2009-06-29;1.3;2.18;2.94;4.38;7.93;9.86;18.27
2009-06-26;1.31;2.18;2.94;4.38;7.93;9.89;18.42
2009-06-25;1.35;2.17;2.94;4.36;7.91;9.89;18.44
2009-06-24;1.32;2.15;2.93;4.36;7.82;9.8;18.43
2009-06-23;1.34;2.16;2.93;4.35;7.78;9.83;18.56
2009-06-22;1.34;2.16;2.94;4.36;7.71;9.75;18.38
2009-06-19;1.34;2.16;2.93;4.34;7.6;9.57;18.02
2009-06-18;1.46;2.19;2.96;4.37;7.58;9.6;17.94
2009-06-17;1.47;2.22;2.97;4.4;7.6;9.71;17.7
2009-06-16;1.44;2.2;2.95;4.39;7.48;9.54;17.03
2009-06-15;1.45;2.21;2.95;4.41;7.41;9.5;16.85
2009-06-12;1.47;2.23;2.98;4.44;7.41;9.48;16.93
2009-06-11;1.47;2.25;2.99;4.47;7.43;9.45;17.02
2009-06-10;1.48;2.27;3.02;4.53;7.41;9.45;17.04
2009-06-09;1.53;2.31;3.07;4.62;7.51;9.61;17.35
2009-06-08;1.52;2.33;3.09;4.64;7.48;9.64;17.46
2009-06-05;1.54;2.36;3.13;4.69;7.55;9.72;17.66
2009-06-04;1.57;2.43;3.18;4.77;7.79;10.07;18.1
2009-06-03;1.57;2.45;3.19;4.82;7.92;10.22;18.37
2009-06-02;1.56;2.47;3.25;4.9;7.94;10.21;18.43
2009-06-01;1.6;2.52;3.34;5.05;8.04;10.36;18.79
2009-05-31;1.59;2.58;3.41;5.1;8.31;10.67;19.33
