Date;AAA;AA;A;BBB;BB;B;CCC
2021-08-19;0.54;0.61;0.76;1.17;2.39;4.02;6.68
2021-08-18;0.51;0.6;0.74;1.16;2.34;3.94;6.57
2021-08-17;0.51;0.59;0.74;1.15;2.36;3.96;6.6
2021-08-16;0.51;0.59;0.73;1.15;2.36;3.96;6.62
2021-08-13;0.51;0.59;0.73;1.14;2.34;3.93;6.62
2021-08-12;0.51;0.59;0.74;1.15;2.32;3.9;6.62
2021-08-11;0.52;0.59;0.74;1.15;2.34;3.96;6.65
2021-08-10;0.52;0.59;0.74;1.15;2.3;3.88;6.6
2021-08-09;0.52;0.59;0.74;1.15;2.32;3.92;6.63
2021-08-06;0.52;0.59;0.74;1.15;2.31;3.88;6.62
2021-08-05;0.51;0.59;0.74;1.15;2.36;3.95;6.63
2021-08-04;0.51;0.59;0.74;1.15;2.41;4.01;6.66
2021-08-03;0.51;0.59;0.74;1.15;2.42;3.98;6.59
2021-08-02;0.5;0.59;0.74;1.14;2.38;3.92;6.5
2021-07-31;0.49;0.58;0.72;1.13;2.33;3.86;6.54
2021-07-30;0.49;0.58;0.72;1.12;2.3;3.81;6.24
2021-07-29;0.48;0.57;0.72;1.12;2.29;3.78;6.18
2021-07-28;0.49;0.57;0.73;1.12;2.31;3.79;6.26
2021-07-27;0.5;0.58;0.73;1.13;2.33;3.81;6.2
2021-07-26;0.5;0.58;0.73;1.13;2.28;3.74;6.12
2021-07-23;0.5;0.58;0.73;1.13;2.28;3.75;6.16
2021-07-22;0.5;0.58;0.74;1.13;2.3;3.77;6.19
2021-07-21;0.51;0.58;0.74;1.14;2.3;3.79;6.18
2021-07-20;0.52;0.6;0.75;1.15;2.43;3.95;6.31
2021-07-19;0.51;0.59;0.74;1.14;2.48;4.01;6.38
2021-07-16;0.48;0.57;0.72;1.12;2.27;3.7;6.06
2021-07-15;0.48;0.57;0.72;1.11;2.24;3.64;6.01
2021-07-14;0.47;0.56;0.7;1.1;2.21;3.59;5.94
2021-07-13;0.47;0.56;0.7;1.1;2.14;3.53;5.89
2021-07-12;0.47;0.56;0.71;1.11;2.17;3.55;5.83
2021-07-09;0.48;0.56;0.71;1.11;2.19;3.54;5.89
2021-07-08;0.48;0.56;0.71;1.12;2.25;3.64;5.91
2021-07-07;0.47;0.54;0.69;1.09;2.18;3.53;5.79
2021-07-06;0.45;0.53;0.68;1.08;2.19;3.52;5.78
2021-07-05;0.45;0.53;0.67;1.08;2.17;3.5;5.76
2021-07-02;0.45;0.53;0.68;1.08;2.18;3.51;5.77
2021-07-01;0.44;0.53;0.68;1.08;2.16;3.49;5.77
2021-06-30;0.44;0.52;0.67;1.07;2.19;3.49;5.83
2021-06-29;0.44;0.52;0.66;1.07;2.16;3.44;5.85
2021-06-28;0.44;0.52;0.67;1.07;2.18;3.47;5.89
2021-06-25;0.44;0.52;0.67;1.07;2.17;3.44;5.87
2021-06-24;0.45;0.53;0.68;1.08;2.21;3.48;5.93
2021-06-23;0.45;0.54;0.68;1.09;2.25;3.54;6.0
2021-06-22;0.45;0.53;0.68;1.08;2.26;3.57;6.03
2021-06-21;0.45;0.53;0.67;1.08;2.25;3.55;6.04
2021-06-18;0.45;0.53;0.67;1.08;2.3;3.56;6.01
2021-06-17;0.44;0.53;0.67;1.08;2.27;3.56;6.01
2021-06-16;0.45;0.53;0.67;1.08;2.24;3.52;6.01
2021-06-15;0.46;0.54;0.69;1.1;2.28;3.57;6.06
2021-06-14;0.46;0.54;0.69;1.1;2.29;3.57;6.03
2021-06-11;0.47;0.54;0.69;1.11;2.32;3.62;6.09
2021-06-10;0.47;0.55;0.7;1.12;2.34;3.65;6.14
2021-06-09;0.47;0.55;0.7;1.13;2.33;3.63;6.17
2021-06-08;0.47;0.55;0.7;1.13;2.36;3.68;6.18
2021-06-07;0.47;0.55;0.7;1.13;2.36;3.69;6.23
2021-06-04;0.47;0.55;0.7;1.13;2.38;3.68;6.31
2021-06-03;0.47;0.54;0.69;1.13;2.36;3.69;6.32
2021-06-02;0.46;0.54;0.69;1.13;2.39;3.73;6.36
2021-06-01;0.46;0.55;0.7;1.13;2.4;3.76;6.39
2021-05-31;0.46;0.54;0.69;1.13;2.42;3.77;6.39
2021-05-28;0.46;0.54;0.69;1.12;2.4;3.68;6.26
2021-05-27;0.46;0.54;0.69;1.13;2.4;3.67;6.37
2021-05-26;0.46;0.54;0.69;1.13;2.44;3.74;6.43
2021-05-25;0.46;0.54;0.69;1.13;2.44;3.72;6.39
2021-05-24;0.46;0.54;0.7;1.13;2.46;3.74;6.44
2021-05-21;0.46;0.54;0.7;1.14;2.45;3.74;6.48
2021-05-20;0.47;0.55;0.71;1.14;2.5;3.82;6.52
2021-05-19;0.47;0.54;0.71;1.14;2.47;3.81;6.52
2021-05-18;0.47;0.54;0.71;1.14;2.42;3.74;6.41
2021-05-17;0.46;0.54;0.7;1.14;2.43;3.75;6.43
2021-05-14;0.47;0.55;0.71;1.15;2.43;3.74;6.45
2021-05-13;0.48;0.56;0.72;1.16;2.44;3.78;6.51
2021-05-12;0.49;0.55;0.72;1.15;2.41;3.73;6.49
2021-05-11;0.49;0.56;0.72;1.16;2.43;3.74;6.48
2021-05-10;0.47;0.55;0.72;1.15;2.36;3.61;6.37
2021-05-07;0.47;0.55;0.72;1.15;2.37;3.64;6.36
2021-05-06;0.48;0.56;0.73;1.16;2.4;3.67;6.36
2021-05-05;0.48;0.56;0.73;1.16;2.38;3.66;6.38
2021-05-04;0.49;0.57;0.72;1.17;2.4;3.69;6.42
2021-05-03;0.47;0.57;0.72;1.16;2.37;3.62;6.41
2021-04-30;0.48;0.57;0.73;1.17;2.37;3.56;6.5
2021-04-29;0.47;0.57;0.72;1.16;2.34;3.56;6.33
2021-04-28;0.48;0.57;0.72;1.16;2.34;3.62;6.36
2021-04-27;0.48;0.57;0.72;1.16;2.33;3.58;6.4
2021-04-26;0.48;0.57;0.73;1.17;2.35;3.6;6.41
2021-04-23;0.48;0.57;0.74;1.17;2.37;3.63;6.45
2021-04-22;0.49;0.58;0.74;1.18;2.41;3.7;6.5
2021-04-21;0.49;0.58;0.75;1.19;2.4;3.71;6.51
2021-04-20;0.49;0.58;0.75;1.19;2.42;3.71;6.48
2021-04-19;0.49;0.57;0.74;1.18;2.34;3.58;6.39
2021-04-16;0.47;0.57;0.74;1.17;2.31;3.57;6.38
2021-04-15;0.47;0.56;0.73;1.16;2.35;3.58;6.4
2021-04-14;0.46;0.56;0.72;1.16;2.34;3.59;6.38
2021-04-13;0.46;0.57;0.73;1.17;2.4;3.66;6.47
2021-04-12;0.46;0.56;0.73;1.16;2.33;3.57;6.39
2021-04-09;0.46;0.57;0.73;1.17;2.34;3.55;6.38
2021-04-08;0.46;0.57;0.73;1.17;2.32;3.53;6.32
2021-04-07;0.47;0.57;0.73;1.17;2.33;3.53;6.35
2021-04-06;0.47;0.58;0.73;1.18;2.35;3.59;6.35
2021-04-05;0.47;0.57;0.73;1.17;2.34;3.59;6.38
2021-04-02;nan;nan;nan;nan;nan;nan;nan
2021-04-01;0.46;0.58;0.74;1.18;2.41;3.67;6.5
2021-03-31;0.47;0.59;0.75;1.19;2.44;3.69;6.56
2021-03-30;0.5;0.61;0.78;1.22;2.5;3.76;6.58
2021-03-29;0.52;0.61;0.79;1.23;2.5;3.77;6.54
2021-03-26;0.53;0.62;0.8;1.24;2.54;3.82;6.61
2021-03-25;0.54;0.64;0.81;1.26;2.59;3.86;6.66
2021-03-24;0.53;0.64;0.8;1.25;2.59;3.84;6.6
2021-03-23;0.53;0.63;0.79;1.24;2.62;3.91;6.68
2021-03-22;0.51;0.62;0.79;1.23;2.63;3.93;6.7
2021-03-19;0.51;0.62;0.79;1.24;2.7;4.0;6.87
2021-03-18;0.52;0.62;0.79;1.24;2.69;4.03;6.85
2021-03-17;0.54;0.64;0.8;1.26;2.69;4.01;6.8
2021-03-16;0.54;0.64;0.8;1.25;2.61;3.91;6.57
2021-03-15;0.54;0.64;0.8;1.26;2.6;3.93;6.64
2021-03-12;nan;nan;nan;nan;nan;nan;nan
2021-03-11;0.54;0.65;0.81;1.27;2.57;3.87;6.65
2021-03-10;0.57;0.66;0.82;1.28;2.66;4.01;6.81
2021-03-09;0.57;0.66;0.82;1.29;2.64;4.01;6.8
2021-03-08;0.56;0.64;0.8;1.26;2.57;3.98;6.79
2021-03-05;0.53;0.63;0.78;1.24;2.6;3.99;6.87
2021-03-04;0.52;0.6;0.75;1.21;2.54;3.93;6.82
2021-03-03;0.51;0.6;0.73;1.19;2.51;3.88;6.81
2021-03-02;0.51;0.6;0.73;1.2;2.53;3.9;6.89
2021-03-01;0.51;0.6;0.73;1.2;2.53;3.91;6.89
2021-02-28;0.5;0.6;0.72;1.19;2.56;3.97;6.91
2021-02-26;0.49;0.59;0.72;1.19;2.58;3.89;6.65
2021-02-25;0.5;0.59;0.72;1.19;2.5;3.78;6.58
2021-02-24;0.51;0.61;0.74;1.2;2.49;3.78;6.61
2021-02-23;0.52;0.62;0.75;1.21;2.51;3.86;6.68
2021-02-22;0.51;0.6;0.73;1.19;2.5;3.81;6.66
2021-02-19;0.49;0.59;0.72;1.18;2.46;3.79;6.64
2021-02-18;0.5;0.59;0.72;1.18;2.5;3.83;6.69
2021-02-17;0.5;0.6;0.72;1.18;2.48;3.82;6.66
2021-02-16;0.51;0.6;0.73;1.19;2.45;3.79;6.66
2021-02-15;0.53;0.62;0.75;1.21;2.51;3.83;6.75
2021-02-12;0.53;0.62;0.75;1.22;2.52;3.85;6.78
2021-02-11;0.53;0.62;0.75;1.22;2.53;3.89;6.77
2021-02-10;0.53;0.62;0.75;1.22;2.54;3.88;6.8
2021-02-09;0.53;0.62;0.75;1.22;2.55;3.9;6.8
2021-02-08;0.52;0.62;0.75;1.22;2.57;3.94;6.83
2021-02-05;0.54;0.63;0.76;1.24;2.59;3.99;6.89
2021-02-04;0.54;0.63;0.77;1.25;2.63;4.04;7.06
2021-02-03;0.55;0.64;0.78;1.27;2.67;4.1;7.09
2021-02-02;0.56;0.64;0.79;1.28;2.73;4.18;7.2
2021-02-01;0.57;0.65;0.8;1.29;2.8;4.25;7.31
2021-01-31;0.55;0.65;0.79;1.28;2.8;4.24;7.36
2021-01-29;0.55;0.64;0.79;1.27;2.77;4.12;7.47
2021-01-28;0.57;0.64;0.79;1.28;2.75;4.09;7.41
2021-01-27;0.57;0.65;0.8;1.28;2.83;4.2;7.52
2021-01-26;0.56;0.63;0.79;1.27;2.73;4.07;7.39
2021-01-25;0.57;0.63;0.79;1.27;2.75;4.07;7.41
2021-01-22;0.56;0.62;0.78;1.26;2.73;4.09;7.41
2021-01-21;0.55;0.61;0.77;1.24;2.64;3.98;7.28
2021-01-20;0.54;0.61;0.76;1.23;2.66;3.98;7.38
2021-01-19;0.53;0.61;0.76;1.24;2.69;4.04;7.45
2021-01-18;0.54;0.6;0.77;1.24;2.69;4.06;7.53
2021-01-15;0.54;0.61;0.77;1.25;2.7;4.07;7.53
2021-01-14;0.53;0.6;0.77;1.25;2.7;4.03;7.58
2021-01-13;0.55;0.61;0.77;1.26;2.77;4.14;7.72
2021-01-12;0.57;0.62;0.78;1.27;2.78;4.2;7.79
2021-01-11;0.56;0.62;0.78;1.27;2.74;4.15;7.82
2021-01-08;0.57;0.62;0.78;1.28;2.69;4.09;7.74
2021-01-07;0.57;0.63;0.79;1.29;2.69;4.09;7.9
2021-01-06;0.57;0.64;0.8;1.31;2.72;4.11;7.91
2021-01-05;0.58;0.65;0.8;1.32;2.82;4.22;8.11
2021-01-04;0.57;0.64;0.79;1.31;2.84;4.23;8.1
2021-01-01;nan;nan;nan;nan;nan;nan;nan
2020-12-31;0.55;0.63;0.79;1.3;2.79;4.13;8.03
2020-12-30;0.56;0.64;0.79;1.3;2.78;4.12;8.09
2020-12-29;0.56;0.65;0.8;1.31;2.76;4.09;8.14
2020-12-28;0.57;0.65;0.81;1.32;2.77;4.18;8.13
2020-12-25;nan;nan;nan;nan;nan;nan;nan
2020-12-24;0.57;0.66;0.81;1.33;2.9;4.35;8.42
2020-12-23;0.58;0.66;0.82;1.33;2.92;4.36;8.45
2020-12-22;0.58;0.67;0.82;1.34;2.99;4.4;8.5
2020-12-21;0.59;0.67;0.83;1.34;2.91;4.29;8.39
2020-12-18;0.58;0.66;0.82;1.34;2.91;4.29;8.39
2020-12-17;0.58;0.66;0.82;1.34;2.93;4.31;8.38
2020-12-16;0.59;0.67;0.83;1.36;2.94;4.32;8.44
2020-12-15;0.61;0.68;0.84;1.38;2.92;4.34;8.46
2020-12-14;0.61;0.69;0.85;1.39;2.94;4.32;8.51
2020-12-11;0.61;0.69;0.85;1.4;2.96;4.4;8.65
2020-12-10;0.61;0.69;0.85;1.39;2.92;4.36;8.6
2020-12-09;0.6;0.68;0.84;1.39;2.89;4.32;8.54
2020-12-08;0.57;0.67;0.82;1.37;2.88;4.26;8.61
2020-12-07;0.56;0.65;0.81;1.35;2.87;4.29;8.62
2020-12-04;0.55;0.65;0.81;1.35;2.86;4.29;8.63
2020-12-03;0.54;0.65;0.81;1.36;2.92;4.36;8.76
2020-12-02;0.56;0.65;0.81;1.37;2.96;4.46;8.92
2020-12-01;0.57;0.66;0.82;1.39;2.98;4.5;9.02
2020-11-30;0.59;0.69;0.84;1.43;3.08;4.65;9.22
2020-11-27;0.6;0.69;0.85;1.44;3.08;4.67;9.33
2020-11-26;0.6;0.69;0.85;1.44;3.06;4.63;9.34
2020-11-25;0.6;0.69;0.85;1.44;3.07;4.64;9.35
2020-11-24;0.61;0.7;0.86;1.46;3.04;4.59;9.4
2020-11-23;0.62;0.7;0.86;1.48;3.14;4.75;9.62
2020-11-20;0.62;0.71;0.87;1.48;3.19;4.8;9.71
2020-11-19;0.62;0.71;0.87;1.48;3.17;4.79;9.73
2020-11-18;0.62;0.71;0.87;1.49;3.12;4.71;9.65
2020-11-17;0.64;0.73;0.89;1.51;3.18;4.78;9.75
2020-11-16;0.65;0.73;0.89;1.52;3.2;4.79;9.79
2020-11-13;0.65;0.75;0.9;1.55;3.3;4.94;10.01
2020-11-12;0.66;0.74;0.9;1.54;3.28;4.93;10.04
2020-11-11;0.64;0.72;0.88;1.52;3.07;4.61;9.84
2020-11-10;0.64;0.72;0.88;1.52;3.07;4.61;9.84
2020-11-09;0.63;0.72;0.88;1.53;2.92;4.44;9.71
2020-11-06;0.66;0.77;0.92;1.6;3.29;4.95;10.48
2020-11-05;0.67;0.78;0.94;1.62;3.23;4.84;10.42
2020-11-04;0.68;0.8;0.96;1.66;3.37;5.08;10.75
2020-11-03;0.7;0.81;0.97;1.69;3.62;5.41;11.1
2020-11-02;0.71;0.82;0.99;1.71;3.79;5.6;11.28
2020-10-31;0.72;0.82;0.99;1.71;3.84;5.68;11.41
2020-10-30;0.72;0.81;0.99;1.71;3.85;5.54;11.3
2020-10-29;0.72;0.81;0.98;1.7;3.85;5.53;11.27
2020-10-28;0.71;0.81;0.98;1.7;3.89;5.57;11.36
2020-10-27;0.68;0.78;0.96;1.67;3.69;5.32;11.09
2020-10-26;0.68;0.78;0.96;1.68;3.66;5.26;11.06
2020-10-23;0.68;0.78;0.96;1.67;3.52;5.07;10.87
2020-10-22;0.69;0.78;0.97;1.68;3.53;5.1;10.84
2020-10-21;0.7;0.78;0.97;1.69;3.56;5.12;10.89
2020-10-20;0.7;0.79;0.98;1.7;3.58;5.09;10.87
2020-10-19;0.7;0.79;0.98;1.7;3.57;5.1;10.89
2020-10-16;0.7;0.79;0.99;1.71;3.6;5.15;10.92
2020-10-15;0.71;0.8;1.0;1.72;3.67;5.22;11.0
2020-10-14;0.7;0.8;0.99;1.71;3.55;5.08;10.87
2020-10-13;0.69;0.79;0.99;1.71;3.54;5.05;10.95
2020-10-12;0.7;0.8;1.0;1.73;3.57;5.09;10.95
2020-10-09;0.7;0.8;1.0;1.73;3.58;5.1;10.95
2020-10-08;0.69;0.81;1.01;1.74;3.61;5.17;11.07
2020-10-07;0.7;0.81;1.01;1.75;3.67;5.22;11.1
2020-10-06;0.71;0.82;1.02;1.77;3.69;5.27;11.16
2020-10-05;0.75;0.84;1.05;1.8;3.8;5.39;11.28
2020-10-02;0.77;0.86;1.07;1.83;4.0;5.6;11.47
2020-10-01;0.78;0.86;1.08;1.83;3.97;5.6;11.49
2020-09-30;0.78;0.87;1.08;1.84;4.0;5.67;11.52
2020-09-29;0.79;0.87;1.09;1.85;4.07;5.77;11.68
2020-09-28;0.8;0.88;1.1;1.85;4.06;5.79;11.81
2020-09-25;0.8;0.89;1.1;1.86;4.19;5.89;11.96
2020-09-24;0.78;0.87;1.08;1.83;4.2;5.89;11.92
2020-09-23;0.76;0.83;1.04;1.78;4.04;5.71;11.71
2020-09-22;0.75;0.83;1.03;1.76;4.02;5.68;11.69
2020-09-21;0.74;0.82;1.02;1.76;3.98;5.66;11.69
2020-09-18;0.73;0.81;1.01;1.74;3.77;5.36;11.3
2020-09-17;0.72;0.81;1.01;1.74;3.74;5.34;11.32
2020-09-16;0.73;0.81;1.0;1.74;3.66;5.29;11.3
2020-09-15;0.73;0.82;1.01;1.75;3.71;5.33;11.53
2020-09-14;0.75;0.82;1.01;1.76;3.74;5.38;11.6
2020-09-11;0.75;0.82;1.02;1.77;3.75;5.42;11.76
2020-09-10;0.74;0.82;1.02;1.77;3.69;5.37;11.77
2020-09-09;0.75;0.82;1.01;1.77;3.7;5.36;11.77
2020-09-08;0.74;0.81;1.01;1.76;3.77;5.46;11.91
2020-09-07;0.74;0.8;0.99;1.74;3.66;5.35;11.74
2020-09-04;0.74;0.8;0.99;1.74;3.66;5.35;11.73
2020-09-03;0.73;0.8;0.99;1.74;3.59;5.21;11.64
2020-09-02;0.72;0.79;0.98;1.73;3.49;5.08;11.57
2020-09-01;0.73;0.8;1.0;1.75;3.52;5.15;11.63
2020-08-31;0.74;0.81;1.0;1.76;3.54;5.21;11.71
2020-08-28;0.74;0.82;1.01;1.77;3.47;5.2;11.87
2020-08-27;0.76;0.82;1.01;1.78;3.45;5.18;11.86
2020-08-26;0.74;0.82;1.01;1.78;3.49;5.2;11.95
2020-08-25;0.74;0.82;1.01;1.77;3.53;5.24;12.07
2020-08-24;0.74;0.82;1.01;1.78;3.62;5.36;12.18
2020-08-21;0.76;0.82;1.01;1.78;3.7;5.45;12.3
2020-08-20;0.76;0.82;1.02;1.79;3.72;5.49;12.36
2020-08-19;0.75;0.82;1.01;1.78;3.7;5.44;12.34
2020-08-18;0.76;0.82;1.01;1.78;3.71;5.46;12.34
2020-08-17;0.75;0.81;0.99;1.77;3.73;5.5;12.37
2020-08-14;0.74;0.8;0.99;1.76;3.7;5.47;12.35
2020-08-13;0.73;0.79;0.97;1.74;3.6;5.38;12.24
2020-08-12;0.71;0.78;0.96;1.74;3.53;5.32;12.24
2020-08-11;0.71;0.78;0.96;1.74;3.47;5.25;12.15
2020-08-10;0.71;0.78;0.97;1.76;3.51;5.32;12.32
2020-08-07;0.7;0.79;0.97;1.77;3.47;5.32;12.21
2020-08-06;0.72;0.79;0.98;1.79;3.49;5.28;12.24
2020-08-05;0.72;0.8;0.99;1.8;3.46;5.27;12.23
2020-08-04;0.74;0.8;1.01;1.83;3.55;5.35;12.38
2020-08-03;0.72;0.81;1.01;1.83;3.52;5.24;12.35
2020-07-31;0.73;0.82;1.03;1.85;3.55;5.39;12.46
2020-07-30;0.72;0.8;1.03;1.84;3.52;5.26;12.66
2020-07-29;0.72;0.8;1.03;1.83;3.52;5.24;12.75
2020-07-28;0.71;0.8;1.03;1.84;3.65;5.35;12.87
2020-07-27;0.7;0.79;1.02;1.83;3.6;5.35;12.86
2020-07-24;0.7;0.78;1.02;1.83;3.64;5.41;12.88
2020-07-23;0.69;0.78;1.01;1.82;3.62;5.39;12.81
2020-07-22;0.69;0.78;1.02;1.83;3.63;5.4;12.84
2020-07-21;0.68;0.79;1.03;1.85;3.68;5.46;12.94
2020-07-20;0.69;0.81;1.05;1.88;3.86;5.67;13.27
2020-07-17;0.7;0.82;1.07;1.91;4.07;5.88;13.39
2020-07-16;0.71;0.83;1.09;1.93;4.09;5.93;13.37
2020-07-15;0.72;0.84;1.09;1.94;4.13;5.97;13.41
2020-07-14;0.74;0.85;1.11;1.96;4.35;6.22;13.65
2020-07-13;0.73;0.85;1.11;1.96;4.3;6.2;13.7
2020-07-10;0.74;0.86;1.12;1.98;4.42;6.33;13.88
2020-07-09;0.73;0.86;1.12;1.98;4.42;6.33;13.88
2020-07-08;0.75;0.86;1.11;1.97;4.35;6.23;13.83
2020-07-07;0.74;0.85;1.12;1.97;4.34;6.2;13.79
2020-07-06;0.74;0.85;1.12;1.97;4.33;6.18;13.8
2020-07-03;0.76;0.88;1.15;2.0;4.45;6.36;13.94
2020-07-02;0.76;0.88;1.15;2.01;4.45;6.36;13.94
2020-07-01;0.79;0.91;1.18;2.04;4.59;6.53;14.1
2020-06-30;0.81;0.93;1.2;2.07;4.69;6.66;14.2
2020-06-29;0.82;0.94;1.22;2.09;4.67;6.72;14.51
2020-06-26;0.81;0.94;1.22;2.09;4.58;6.57;14.39
2020-06-25;0.81;0.93;1.21;2.07;4.49;6.44;14.23
2020-06-24;0.8;0.92;1.2;2.06;4.43;6.35;14.11
2020-06-23;0.76;0.89;1.17;2.02;4.24;6.14;13.72
2020-06-22;0.75;0.9;1.18;2.03;4.27;6.15;13.68
2020-06-19;0.75;0.89;1.18;2.03;4.26;6.15;13.66
2020-06-18;0.75;0.9;1.19;2.04;4.27;6.09;13.69
2020-06-17;0.73;0.88;1.18;2.03;4.13;5.9;13.52
2020-06-16;0.71;0.88;1.19;2.04;4.06;5.82;13.53
2020-06-15;0.81;0.98;1.29;2.18;4.51;6.31;14.0
2020-06-12;0.82;0.98;1.28;2.18;4.54;6.35;13.96
2020-06-11;0.82;0.98;1.28;2.18;4.66;6.48;14.06
2020-06-10;0.76;0.9;1.21;2.08;4.23;5.95;13.43
2020-06-09;0.75;0.88;1.19;2.06;4.06;5.77;13.29
2020-06-08;0.71;0.84;1.16;2.03;3.82;5.5;13.16
2020-06-05;0.73;0.85;1.19;2.08;3.82;5.49;13.21
2020-06-04;0.76;0.91;1.27;2.21;4.1;5.87;13.71
2020-06-03;0.75;0.92;1.29;2.27;4.08;5.8;13.75
2020-06-02;0.79;0.96;1.35;2.36;4.39;6.22;14.43
2020-06-01;0.79;0.99;1.38;2.41;4.59;6.49;14.94
2020-05-31;0.8;1.01;1.4;2.44;4.68;6.6;15.14
2020-05-29;0.87;0.98;1.4;2.42;4.64;6.81;16.47
2020-05-28;0.87;1.0;1.41;2.45;4.54;6.7;16.39
2020-05-27;0.88;1.04;1.44;2.48;4.62;6.8;16.64
2020-05-26;0.86;1.03;1.45;2.52;4.62;6.92;16.83
2020-05-25;0.9;1.06;1.48;2.57;4.91;7.27;17.14
2020-05-22;0.9;1.07;1.48;2.57;4.91;7.27;17.12
2020-05-21;0.9;1.08;1.49;2.59;4.92;7.31;17.15
2020-05-20;0.89;1.11;1.51;2.63;4.99;7.41;17.21
2020-05-19;0.94;1.15;1.56;2.7;5.18;7.59;17.47
2020-05-18;1.0;1.19;1.61;2.76;5.22;7.65;17.54
2020-05-15;1.07;1.26;1.68;2.85;5.6;8.05;17.87
2020-05-14;1.1;1.28;1.69;2.87;5.59;8.02;17.85
2020-05-13;1.08;1.28;1.69;2.86;5.41;7.85;17.79
2020-05-12;1.1;1.29;1.7;2.87;5.21;7.69;17.66
2020-05-11;1.1;1.3;1.71;2.88;5.28;7.76;17.91
2020-05-08;1.08;1.3;1.7;2.87;5.3;7.77;17.86
2020-05-07;1.08;1.29;1.68;2.86;5.37;7.89;17.88
2020-05-06;1.04;1.27;1.66;2.83;5.37;7.89;17.89
2020-05-05;1.03;1.28;1.66;2.83;5.37;7.94;17.82
2020-05-04;1.04;1.29;1.67;2.85;5.55;8.12;18.01
2020-05-01;1.05;1.27;1.65;2.83;5.47;8.02;17.9
2020-04-30;1.05;1.28;1.65;2.82;5.39;7.98;17.79
2020-04-29;1.04;1.27;1.69;3.06;5.5;8.83;16.93
2020-04-28;1.05;1.29;1.71;3.09;5.63;9.01;17.06
2020-04-27;1.04;1.3;1.72;3.1;5.63;8.99;17.0
2020-04-24;1.05;1.33;1.74;3.11;5.66;9.01;16.99
2020-04-23;1.03;1.34;1.73;3.11;5.53;8.8;16.83
2020-04-22;1.06;1.36;1.76;3.14;5.53;8.77;16.71
2020-04-21;1.08;1.38;1.78;3.16;5.57;8.81;16.82
2020-04-20;1.04;1.36;1.74;3.1;5.21;8.38;16.49
2020-04-17;1.02;1.34;1.73;3.07;5.0;8.18;16.26
2020-04-16;1.06;1.36;1.75;3.1;5.24;8.46;16.71
2020-04-15;1.07;1.37;1.74;3.13;5.3;8.48;16.81
2020-04-14;1.0;1.34;1.72;3.11;4.99;8.2;16.66
2020-04-13;1.03;1.42;1.81;3.24;5.3;8.53;17.22
2020-04-10;nan;nan;nan;nan;nan;nan;nan
2020-04-09;1.08;1.49;1.94;3.43;5.57;8.77;17.52
2020-04-08;1.19;1.63;2.11;3.72;6.33;9.73;18.54
2020-04-07;1.25;1.7;2.19;3.83;6.39;9.79;18.59
2020-04-06;1.32;1.79;2.28;3.96;6.76;10.18;18.99
2020-04-03;1.37;1.83;2.33;4.01;6.93;10.36;19.18
2020-04-02;1.32;1.82;2.31;3.99;6.72;10.09;18.61
2020-04-01;1.35;1.81;2.3;3.98;6.68;9.99;18.58
2020-03-31;1.26;1.82;2.32;3.96;6.41;9.57;17.94
2020-03-30;1.32;1.9;2.42;4.05;6.5;9.63;17.51
2020-03-27;1.4;1.98;2.52;4.14;6.63;9.85;17.61
2020-03-26;1.5;2.07;2.61;4.24;6.94;10.13;18.02
2020-03-25;1.58;2.22;2.8;4.48;7.63;11.07;19.04
2020-03-24;1.84;2.51;3.09;4.74;8.05;11.54;19.47
2020-03-23;2.18;2.73;3.31;4.88;8.37;11.89;19.62
2020-03-20;2.35;2.76;3.24;4.65;7.67;11.01;18.73
2020-03-19;1.93;2.4;2.92;4.25;7.43;10.72;18.28
2020-03-18;1.62;2.04;2.51;3.68;6.7;9.92;17.29
2020-03-17;1.48;1.79;2.22;3.34;6.18;9.23;16.25
2020-03-16;1.39;1.68;2.08;3.13;6.16;9.17;16.2
2020-03-13;1.29;1.49;1.85;2.84;5.21;7.93;15.05
2020-03-12;1.26;1.42;1.77;2.77;5.3;8.08;15.26
2020-03-11;1.09;1.21;1.52;2.47;4.59;7.19;14.08
2020-03-10;1.04;1.16;1.44;2.37;4.4;6.93;13.72
2020-03-09;1.11;1.21;1.45;2.37;4.69;7.21;14.14
2020-03-06;0.89;0.91;1.17;1.87;3.77;6.01;12.87
2020-03-05;0.76;0.8;1.05;1.71;3.27;5.36;12.04
2020-03-04;0.74;0.78;1.02;1.66;3.03;5.0;11.63
2020-03-03;0.73;0.78;1.02;1.67;3.12;5.09;11.61
2020-03-02;0.76;0.79;1.03;1.68;3.25;5.24;11.68
2020-02-29;0.77;0.77;1.01;1.64;3.33;5.34;11.82
2020-02-28;0.76;0.77;1.0;1.65;3.32;5.17;11.66
2020-02-27;0.72;0.69;0.93;1.54;2.95;4.72;11.13
2020-02-26;0.67;0.65;0.88;1.46;2.65;4.34;10.66
2020-02-25;0.66;0.64;0.87;1.44;2.59;4.23;10.48
2020-02-24;0.65;0.62;0.84;1.4;2.45;4.05;10.37
2020-02-21;0.61;0.59;0.8;1.35;2.14;3.63;9.84
2020-02-20;0.58;0.57;0.79;1.33;2.08;3.6;9.85
2020-02-19;0.57;0.56;0.77;1.31;2.04;3.52;9.84
2020-02-18;0.56;0.56;0.77;1.31;2.08;3.55;9.91
2020-02-17;0.56;0.56;0.77;1.31;2.03;3.53;9.79
