Name;Abb;License;Year;Phnom Penh Office;Provincial Office;Total Office;Staff;Total Assets;Total Equity;GLP;NLP;Debt;Total Deposits;Total Paid-up Capital;Foreign Share;Cash and Balance with NBC and Other Banks;Loans and Advances to Customers;Prepayment and short term Receiable;Long Term Investment;Property and Equipment;Other Assets;Total Assets;Compulsory Saving;Voluntary Saving;Interest Payable;Accountpayable and Others Liabilities;Accrued Expenses and Provision;Loans Payable;Deferred Revenue;Suspense Clearing and interbranch Account;Other Liabilities;Subordinated Debt;Total Liabilities;Paid up Capital;Premium on Share Capital;Reserves and Appropriations;Retained and Current Profit/Loss;Total Equity;Interest income;Interest Expenses;Net Interest Income;Non-interest income;Operation income;Operating Expense;Net Provision;Profit from operation;Grant Income;Profit before Taxes;Tax on profit;Net Profit &Loss for 12 months;Total Credit (Exc. Loans to Other banks and Fis);Agriculture, Forestry and Fishing;Mining and Quarrying;Manufacturing;Utilities;Construction;Wholesale Trade;Retail Trade;Accommodation and Food Service Activities;Transport and Storage;Information and Communications;Rental and Operational Leasing Activities;Real Estate Activities (include mortgage from 2024);Other Non-Financial Services ( including Education + Arts, Entertainment and creation);Personal Essentials (Exclude mortgage from 2024);Other Lending;Asset growth;Equity growth;GLP growth;Deposit growth;Debt (borrowings & sub-debt) growth;Int.income growth;Net int. income growth;Non-int. income growth;Ope growth;PBT growth;Net income growth;ROA;ROE;ROAA;ROAE;NIM;Portfolio Yield;CIR;NPL ratio;Net loan/GLP;Provision exp ratio;Loans per staff;Loans per branch;Loan to Agriculture;Loan to Construction;Loan to Trade and Commerce;Loan to Service;Loan to Transportation;Loan to Household;Loans to manufacturing;Loans to others;Ope ratio;Ope per staff;Loan-deposit Ratio;Cash & Deposits with NBC & Other Banks/TA;D/E;A/E;CAR;Deposits/TL;Borrowings and Sub-debt/TL;Payable/TL;Other liab/TL;Avg. Funding Cost;Yield on Earnings Assets;Operating exp. Ratio;Funding exp. Ratio;Provision exp. Ratio;Yield margin;;;;
Borribo Plc.;BORRIBO;MFI;2019;;;5;52;30,777;11,762;26,881;708;18,535;0;7,335;0.3300;3,694;26,615;4;0;331;133;30,777;0;0;0;63;395;18,535;0;-27;49;0;19,015;7,335;0;0;4,427;11,762;4,409;941;3,469;1,022;4,491;2,733;235;1,522;0;1,522;0;1,522;26,881;1,177;;0;;1,505;;468;972;804;;;;;13,412;8,544;0.32436;0.16525;0.20418;;0.45945;0.17345;0.17345;0.13037;0.09671;0.23999;0.24042;0.04945;0.12940;0.05635;0.13928;0.13096;0.22075;0.60855;0.02634;0.99010;0.00955;516.94;5,376.20;0.04379;0.05599;0.01741;0.03616;0.02991;0.49894;0.00000;0.31781;0.10317;52.56;;0.12002;1.61665;2.61665;0.40657;0.00000;0.97476;0.00331;0.02193;0.06025;0.20502;0.10317;0.03552;0.00887;0.05746;;;8543;
Borribo Plc.;BORRIBO;MFI;2020;;;5;57;27,699;12,902;24,824;1,305;14,374;0;7,281;0.0000;2,942;23,953;399;0;244;161;27,699;0;0;0;119;282;14,374;0;0;21;0;14,796;7,281;0;0;5,621;12,902;4,219;1,026;3,194;768;3,962;2,260;188;1,513;0;1,513;323;1,190;24,824;2,275;;0;;2,610;;537;1,260;760;;;;;12,638;4,744;-0.10001;0.09692;-0.07652;;-0.22449;-0.04309;-0.04309;-0.24853;-0.17307;-0.00591;-0.21813;0.04296;0.09223;0.04070;0.09650;0.11167;0.19290;0.57042;0.05257;0.96491;0.00727;435.51;4,964.80;0.09165;0.10514;0.02163;0.05076;0.03062;0.50910;0.00000;0.19111;0.07902;39.65;;0.10621;1.14680;2.14688;0.49192;0.00000;0.97148;0.00804;0.02048;0.06235;0.17436;0.07902;0.03587;0.00657;0.05290;;;4744;
Borribo Plc.;BORRIBO;MFI;2021;;;5;69;27,408;13,331;25,248;1,258;13,239;0;7,333;0.0000;2,435;23,576;1,000;0;238;160;27,408;0;0;0;524;276;13,239;0;8;31;0;14,078;7,333;0;0;5,998;13,331;4,009;867;3,142;464;3,605;2,604;-83;1,085;0;1,085;280;805;25,248;2,739;;0;;1,894;;699;1,115;1,140;;;;;12,877;4,783;-0.01051;0.03325;0.01708;;-0.07896;-0.04977;-0.04977;-0.39583;0.15221;-0.28288;-0.32353;0.02937;0.06039;0.02922;0.06137;0.11878;0.17866;0.72233;0.04983;0.93378;-0.00332;365.91;5,049.60;0.10848;0.07502;0.02769;0.04416;0.04515;0.51002;0.00000;0.18948;0.09844;37.74;;0.08884;1.05603;2.05596;0.50900;0.00000;0.94040;0.03722;0.02238;0.06280;0.16909;0.09844;0.03278;-0.00314;0.04102;;;4784;
Borribo Plc.;BORRIBO;MFI;2022;;;5;69;26,837;14,292;23,390;3,612;11,733;0;7,411;0.0000;3,736;22,451;48;0;236;366;26,837;0;0;0;536;143;11,733;0;19;115;0;12,546;7,411;0;0;6,881;14,292;3,942;862;3,080;787;3,867;2,795;357;715;0;715;134;581;23,390;2,950;;0;;1,260;;597;1,021;783;;;;;12,548;4,232;-0.02083;0.07209;-0.07359;;-0.11375;-0.01671;-0.01671;0.69612;0.07335;-0.34101;-0.27826;0.02165;0.04065;0.02142;0.04207;0.11801;0.19446;0.72278;0.15442;0.95985;0.01468;338.99;4,678.00;0.12612;0.05387;0.02552;0.04365;0.03348;0.53647;0.00000;0.18089;0.10709;40.51;;0.13921;0.87783;1.87776;0.57239;0.00000;0.93520;0.04272;0.02208;0.06904;0.18119;0.10709;0.03303;0.01368;0.02740;;;4231;
Borribo Plc.;BORRIBO;MFI;2023;;;5;70;24,322;13,596;16,787;4,170;10,009;0;7,353;0.0000;8,471;15,388;6;0;217;241;24,322;0;0;0;530;-102;10,009;0;13;275;0;10,725;7,353;0;0;6,243;13,596;2,905;855;2,050;571;2,620;2,645;789;-813;0;-813;-25;-788;16,787;288;;0;;166;;0;1,311;728;;;;;7,311;6,982;-0.09371;-0.04870;-0.28230;;-0.14694;-0.26306;-0.26306;-0.27446;-0.05367;-2.13706;-2.35628;-0.03240;-0.05796;-0.03081;-0.05651;0.08192;0.17303;1.00954;0.24841;0.91666;0.03928;239.81;3,357.40;0.01716;0.00989;0.00000;0.07810;0.04337;0.43552;0.00000;0.41598;0.10570;37.79;;0.34829;0.78883;1.78891;0.67687;0.00000;0.93324;0.04942;0.01734;0.07865;0.13891;0.10570;0.03417;0.03153;-0.03249;;;6983;
Borribo Plc.;BORRIBO;MFI;2024;2;3;5;51;19,274;12,470;13,867;4,572;5,866;0;7,245;0.0000;6,904;11,973;3;0;190;204;19,274;0;0;0;522;-3;5,866;0;6;413;0;6,804;7,245;0;0;5,225;12,470;2,025;566;1,459;487;1,946;2,083;674;-811;0;-811;25;-836;13,867;311;0;0;0;126;0;897;0;328;0;0;5,585;0;6,619;1;-0.20755;-0.08282;-0.17394;;-0.41393;-0.30293;-0.30293;-0.14711;-0.21248;;;-0.04337;-0.06704;-0.03835;-0.06414;0.06828;0.16389;1.07040;0.32970;0.86342;0.04397;271.90;2,773.40;0.02243;0.00909;0.06469;0.00000;0.02365;0.50097;0.00000;0.37917;0.09748;40.84;;0.35820;0.54563;1.54563;0.78814;0.00000;0.86214;0.07672;0.06114;0.07131;0.11756;0.09748;0.02649;0.03154;-0.03795;;;1;
CAM Capital Public Limited Company;CAM Capital;MFI;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAM Capital Public Limited Company;CAM Capital;MFI;2020;;;2;65;38,420;13,154;27,918;580;24,288;0;22,248;1.0000;6,955;27,486;240;0;3,739;0;38,420;0;0;0;647;55;24,288;237;40;0;0;25,267;22,248;0;0;-9,094;13,154;1,617;85;1,531;-186;1,345;4,690;6,076;-9,421;0;-9,421;20;-9,441;27,341;1,128;;0;;391;;13,700;8,851;1,677;;;;;36;1,558;;;;;;;;;;;;-0.24573;-0.71773;-0.24573;-0.71773;0.04445;0.05126;3.48699;0.02078;0.98453;0.21764;429.51;13,959.00;0.04040;0.01401;0.49072;0.31704;0.06007;0.00129;0.00000;0.07647;0.13617;72.15;;0.18103;1.92086;2.92078;0.37645;0.00000;0.96125;0.02561;0.01314;0.00350;0.04155;0.13617;0.00247;0.17642;-0.27351;;;1558;
CAM Capital Public Limited Company;CAM Capital;MFI;2021;;;4;105;95,591;28,582;82,837;7,744;65,239;0;40,740;1.0000;7,907;82,426;658;0;4,600;0;95,591;0;0;0;351;815;65,239;540;64;0;0;67,009;40,740;0;0;-12,158;28,582;6,606;1,453;5,153;-885;4,268;6,413;1,163;-3,308;0;-3,308;78;-3,386;80,787;2,141;;0;;3,132;;36,344;31,784;3,099;;;;;97;4,189;1.48805;1.17288;1.96715;;1.68606;3.08534;3.08534;;0.36738;;;-0.03542;-0.11847;-0.05053;-0.16226;0.08260;0.10331;1.50258;0.09348;0.99504;0.02100;788.92;20,709.25;0.02585;0.03781;0.43874;0.38369;0.03741;0.00117;0.00000;0.07533;0.10279;61.08;;0.08272;2.34445;3.34445;0.31190;0.00000;0.97359;0.00524;0.02118;0.03246;0.09170;0.10279;0.02329;0.01864;-0.05302;;;4190;
CAM Capital Public Limited Company;CAM Capital;MFI;2022;;;6;154;193,110;49,767;172,828;13,350;140,466;0;61,755;1.0000;14,150;172,175;915;0;5,874;-4;193,110;0;0;0;1,373;284;140,466;1,124;95;0;0;143,342;61,755;0;0;-11,988;49,767;16,355;4,491;11,864;-841;11,023;9,771;1,007;245;0;245;183;61;170,862;3,941;;0;;59,008;;58,419;23,862;20,033;;;;;370;5,228;1.02017;0.74120;1.08636;;1.15310;1.47578;1.47578;;0.52362;;;0.00032;0.00123;0.00042;0.00156;0.08577;0.12136;0.88642;0.07724;0.99622;0.00788;1,122.26;28,804.67;0.02280;0.34143;0.33802;0.13807;0.11591;0.00214;0.00000;0.04163;0.07064;63.45;;0.07327;2.88026;3.88028;0.26751;0.00000;0.97994;0.00958;0.01049;0.04366;0.11215;0.07064;0.03247;0.00728;0.00177;;;5229;
Cam Capital Public Limited Company;CAM Capital;MFI;2023;;;5;145;199,441;39,086;182,466;48,963;155,548;0;61,275;1.0000;18,279;175,222;836;0;5,108;-3;199,441;0;0;0;420;455;155,548;1,056;2,875;0;0;160,354;61,275;0;0;-22,189;39,086;21,341;9,930;11,411;-997;10,414;11,578;9,201;-10,365;0;-10,365;254;-10,618;182,466;7,173;;0;;50,282;;50,555;10,909;6,147;;;;;55,971;1,429;0.03278;-0.21462;0.05577;;0.10737;0.30486;0.30486;;0.18494;-43.30612;-175.06557;-0.05324;-0.27166;-0.05410;-0.23900;0.06009;0.11452;1.11177;0.26834;0.96030;0.05179;1,258.39;36,493.20;0.03931;0.27557;0.27707;0.05979;0.03369;0.30675;0.00000;0.00783;0.06096;79.85;;0.09165;4.10259;5.10262;0.20539;0.00000;0.97003;0.00262;0.02735;0.06709;0.10712;0.06096;0.05229;0.04845;-0.05458;;;1429;
Cam Capital Public Limited Company;CAM Capital;MFI;2024;4;2;6;124;171,452;20,573;173,039;69,563;141,708;0;68,425;1.0000;21,517;145,179;1,708;0;3,048;0;171,452;0;0;0;368;1,248;141,708;690;6,867;0;0;150,881;68,425;0;0;-47,852;20,573;17,497;10,394;7,103;-420;6,684;10,628;21,695;-25,638;0;-25,638;0;-25,638;173,039;7,673;0;3,990;556;29,033;1,965;29,805;10,441;3,615;0;4,084;29,356;1,463;43,724;7,334;-0.14034;-0.47365;-0.05166;;-0.08898;-0.18012;-0.18012;;-0.08205;;;-0.14953;-1.24620;-0.13825;-0.85948;0.03944;0.09607;1.59007;0.40201;0.83900;0.12205;1,395.48;28,839.83;0.04434;0.16778;0.17224;0.06034;0.02089;0.27706;0.02306;0.23428;0.05901;85.71;;0.12550;7.33393;8.33384;0.12803;0.00000;0.93920;0.00244;0.05836;0.06993;0.09482;0.05901;0.05771;0.12046;-0.14237;;;7334;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2016;;;;20;4,383;2,836;1,338;0;0;0;3,532;0.7800;2,807;1,367;50;0;158;0;4,383;0;0;0;1,547;0;0;0;0;0;0;1,547;3,532;0;0;-696;2,836;107;0;107;5;112;742;0;-630;0;-630;0;-630;1,338;0;;0;;0;;0;0;0;;;;;0;1,338;;;;;;;;;;;;-0.14374;-0.22214;-0.14374;-0.22214;0.02563;0.08371;6.62500;0.00000;1.02167;0.00000;66.90;;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;;0.17777;37.10;;0.64043;0.54549;1.54549;0.95184;0.00000;0.00000;1.00000;0.00000;;0.02683;0.17777;0.00000;0.00000;-0.15093;;;1338;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2017;;;1;26;9,651;2,656;3,384;47;6,921;0;3,532;0.9900;2,771;3,383;3,389;0;101;7;9,651;0;0;0;29;46;6,921;0;0;0;0;6,995;3,532;0;0;-876;2,656;748;0;748;146;894;1,007;35;-148;0;-148;0;-148;3,384;0;;0;;0;;0;0;0;;;;;0;3,384;1.20192;-0.06347;1.52915;;;5.99065;5.99065;28.20000;0.35714;;;-0.01534;-0.05572;-0.02109;-0.05390;0.14485;0.37865;1.12640;0.01389;0.99970;0.01482;130.15;3,384.00;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;;0.19500;38.73;;0.28712;2.63366;3.63366;0.32134;0.00000;0.98942;0.00415;0.00643;0.00000;0.17312;0.19500;0.00000;0.00678;-0.02866;;;3384;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2018;;;1;25;28,146;11,625;14,207;79;13,859;0;12,054;1.0000;9,397;14,119;4,561;0;52;18;28,146;0;0;0;2,522;130;13,859;0;0;9;0;16,520;12,054;0;0;-429;11,625;1,011;172;839;672;1,511;890;178;443;0;443;0;443;14,207;92;;0;;9,773;;243;1;0;;;;;676;3,421;1.91638;3.37688;3.19829;;1.00246;0.35160;0.35160;3.60274;-0.11619;;;0.01574;0.03811;0.02344;0.06204;0.05656;0.19135;0.58901;0.00556;0.99381;0.02024;568.28;14,207.00;0.00648;0.68790;0.01710;0.00007;0.00000;0.04758;0.00000;0.24087;0.05999;35.60;;0.33387;1.42108;2.42116;0.49579;0.00000;0.83892;0.15266;0.00841;0.01655;0.11345;0.05999;0.01159;0.01200;0.02986;;;3422;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2019;;;1;22;42,584;12,569;26,729;122;12,913;0;12,225;1.0000;11,347;26,558;4,636;0;30;14;42,584;0;0;0;16,851;224;12,913;0;0;26;0;30,014;12,225;0;0;344;12,569;2,642;989;1,652;368;2,020;818;161;1,041;0;1,041;251;791;26,729;281;;0;;15,750;;8,731;0;85;;;;;1,768;113;0.51297;0.08120;0.88140;;-0.06826;1.61325;1.61325;-0.45238;-0.08090;1.34989;0.78555;0.01858;0.06293;0.02237;0.06539;0.05379;0.14706;0.40495;0.00456;0.99360;0.00787;1,214.95;26,729.00;0.01051;0.58925;0.32665;0.00000;0.00318;0.06615;0.00000;0.00427;0.02664;37.18;;0.26646;2.38794;3.38802;0.34053;0.00000;0.43023;0.56144;0.00833;0.07388;0.09801;0.02664;0.03220;0.00524;0.03393;;;114;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2020;;;1;19;48,917;13,571;36,178;3,112;16,999;0;12,135;1.0000;7,016;36,093;4,616;0;15;1,177;48,917;0;0;0;17,783;563;16,999;0;0;0;0;35,345;12,135;0;647;789;13,571;3,727;1,041;2,685;190;2,875;944;389;1,543;0;1,543;351;1,192;36,178;139;;0;;19,088;;16,483;0;1;;;;;463;4;0.14872;0.07972;0.35351;;0.31643;0.41067;0.41067;-0.48370;0.15403;0.48223;0.50695;0.02437;0.08783;0.02605;0.09120;0.06628;0.12453;0.32835;0.08602;0.99765;0.01237;1,904.11;36,178.00;0.00384;0.52761;0.45561;0.00000;0.00003;0.01280;0.00000;0.00011;0.02330;49.68;;0.14343;2.60445;3.60452;0.29886;0.00000;0.48094;0.50313;0.01593;0.06960;0.09670;0.02330;0.02570;0.00960;0.03809;;;4;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2021;;;1;18;39,089;10,648;30,904;6,671;0;0;12,222;1.0000;7,033;25,883;6,096;0;6;72;39,089;0;0;0;28,082;360;0;0;0;0;0;28,442;12,222;0;0;-1,574;10,648;4,012;1,104;2,907;155;3,062;762;5,283;-2,983;0;-2,983;38;-3,021;30,904;81;;0;;15,924;;14,732;0;1;;;;;166;0;-0.20091;-0.21539;-0.14578;;-1.00000;0.07647;0.07647;-0.18421;-0.19280;-2.93325;-3.53440;-0.07729;-0.28372;-0.06865;-0.24947;0.07647;0.12424;0.24886;0.21586;0.83753;0.15751;1,716.89;30,904.00;0.00262;0.51527;0.47670;0.00000;0.00003;0.00537;0.00000;0.00000;0.02005;42.33;;0.17992;2.67111;3.67102;0.29933;0.00000;0.00000;0.98734;0.01266;0.12989;0.10962;0.02005;0.02904;0.13898;-0.07845;;;0;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2022;;;1;11;37,680;15,050;25,975;1,718;0;0;12,351;1.0000;8,649;24,503;4,517;0;1;10;37,680;0;0;0;22,136;494;0;0;0;0;0;22,630;12,351;0;0;2,699;15,050;2,769;1,490;1,279;194;1,473;1,071;-4,087;4,490;0;4,490;200;4,290;25,975;82;;0;;8,658;;16,929;137;15;;;;;143;11;-0.03605;0.41341;-0.15949;;;-0.30982;-0.30982;0.25161;0.40551;;;0.11385;0.28505;0.11176;0.33388;0.03872;0.10419;0.72709;0.06614;0.94333;-0.14371;2,361.36;25,975.00;0.00316;0.33332;0.65174;0.00527;0.00058;0.00551;0.00000;0.00042;0.03242;97.36;;0.22954;1.50365;2.50365;0.45120;0.00000;0.00000;0.97817;0.02183;;0.08970;0.03242;0.04511;-0.12372;0.13589;;;11;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2023;;;1;10;26,417;16,235;22,149;1,522;0;0;12,255;1.0000;1,475;20,168;4,764;0;0;10;26,417;0;0;0;9,919;263;0;0;0;0;0;10,182;12,255;0;0;3,980;16,235;2,749;0;2,749;89;2,838;688;585;1,565;0;1,565;263;1,302;22,149;29;;0;;5,897;;16,046;101;13;;;;;58;5;-0.29891;0.07874;-0.14730;;;-0.00722;-0.00722;-0.54124;-0.35761;-0.65145;-0.69650;0.04929;0.08020;0.04063;0.08323;0.10034;0.11795;0.24242;0.06872;0.91056;0.02431;2,214.90;22,149.00;0.00131;0.26624;0.72446;0.00456;0.00059;0.00262;0.00000;0.00023;0.02511;68.80;;0.05584;0.62716;1.62716;0.63222;0.00000;0.00000;0.97417;0.02583;;0.10359;0.02511;0.00000;0.02135;0.05712;;;5;
Cambodian Labor Care Plc.;Cambodia Labor;MFI;2024;0;1;1;10;17,096;14,489;14,163;4,368;0;0;12,075;1.0000;2,492;9,530;5,058;0;8;8;17,096;0;0;0;2,543;65;0;0;0;0;0;2,608;12,075;0;0;2,414;14,489;2,366;0;2,366;43;2,409;757;3,066;-1,414;0;-1,414;94;-1,508;14,162;22;0;132;0;152;0;0;0;0;0;0;13,729;0;127;0;-0.35284;-0.10755;-0.36056;;;-0.13932;-0.13932;-0.51685;0.10029;-1.90351;-2.15822;-0.08821;-0.10408;-0.06931;-0.09816;0.14056;0.13268;0.31424;0.30841;0.67288;0.16887;1,416.30;14,163.00;0.00155;0.01073;0.00000;0.00000;0.00000;0.00897;0.00932;0.96943;0.04497;75.70;;0.14577;0.18000;1.17993;0.91413;0.00000;0.00000;0.97508;0.02492;;0.14312;0.04497;0.00000;0.18215;-0.08400;;;0;
Camma Microfinance Limited;CAMMA;MFI;2010;;;;14;1,314;1,314;3,509;0;0;0;1,419;0.0000;669;576;6;0;46;17;1,314;0;0;0;0;0;0;0;0;0;0;0;1,419;0;0;-105;1,314;20;0;20;1;21;107;0;-106;0;-106;0;-106;3,509;0;;0;;0;;3,495;0;0;;;;;6;8;;;;;;;;;;;;-0.08067;-0.08067;;;;;5.09524;0.00000;0.16415;;250.64;;0.00000;0.00000;0.99601;0.00000;0.00000;0.00171;0.00000;0.00228;;7.64;;0.50913;0.00000;1.00000;1.34150;;;;;;;;;;;;;8;
Camma Microfinance Limited;CAMMA;MFI;2011;;;;17;2,591;1,322;2,307;154;1,212;0;1,414;0.0000;215;2,321;1;0;38;17;2,591;0;0;0;15;17;1,212;0;26;0;0;1,269;1,414;0;0;-92;1,322;386;59;326;14;340;301;19;13;0;13;0;13;2,307;395;;0;;59;;703;171;216;;;;;28;735;0.97184;0.00609;-0.34255;;;18.30000;18.30000;13.00000;1.81308;;;0.00502;0.00983;0.00666;0.00986;0.17244;0.13755;0.88529;0.06675;1.00607;0.00653;135.71;;0.17122;0.02557;0.30472;0.07412;0.09363;0.01214;0.00000;0.31860;0.15922;17.71;;0.08298;0.95991;1.95991;0.53231;0.00000;0.95508;0.01182;0.03310;0.09736;0.21158;0.15922;0.03121;0.01005;0.01111;;;735;
Camma Microfinance Limited;CAMMA;MFI;2012;;;;30;10,912;5,676;9,857;47;7,211;0;3,396;0.0000;551;9,960;14;0;241;146;10,912;0;0;0;41;70;7,211;0;11;3;0;7,335;3,396;0;0;181;3,576;1,404;403;1,001;17;1,018;579;130;299;0;299;27;271;9,857;1,138;;0;;204;;3,527;1,341;426;;;;;20;3,201;3.21137;3.29350;3.27258;;4.94965;2.63780;2.63780;0.20143;0.92289;21.96615;19.88077;0.02488;0.04782;0.04021;0.07758;0.15346;0.23364;0.56860;0.00472;1.01048;0.02137;328.56;;0.11549;0.02065;0.35780;0.13610;0.04321;0.00204;0.00000;0.32472;0.08873;19.29;;0.05046;1.29235;1.92242;0.53364;0.00000;0.98304;0.00564;0.01132;0.09571;0.21783;0.08873;0.06179;0.01993;0.04739;;;3200.7;
Camma Microfinance Limited;CAMMA;MFI;2013;;;;32;17,219;4,210;14,242;129;12,732;0;3,396;0.0000;2,444;14,380;23;0;243;128;17,219;0;0;0;234;16;12,732;0;8;19;0;13,009;3,396;0;0;814;4,210;2,561;792;1,769;99;1,867;1,191;43;633;0;633;0;633;14,242;981;;0;;399;;6,096;2,835;731;;;;;34;3,167;0.57804;-0.25828;0.44488;;0.76564;0.82383;0.82383;4.88585;1.05774;1.12018;1.33192;0.03676;0.15036;0.04500;0.12806;0.12943;0.22076;0.63792;0.00906;1.00969;0.00357;445.06;;0.06888;0.02802;0.42803;0.19906;0.05133;0.00239;0.00000;0.22230;0.08714;37.22;;0.14194;3.09002;4.09002;0.26317;0.00000;0.97871;0.01799;0.00331;0.07943;0.19462;0.08714;0.05795;0.00315;0.04639;;;3166;
Camma Microfinance Limited;CAMMA;MFI;2014;;;;35;20,679;5,226;19,301;208;14,696;0;4,291;0.0000;833;19,473;59;0;187;128;20,679;0;0;0;632;76;14,696;0;24;24;0;15,453;4,291;0;0;935;5,226;3,559;1,148;2,411;230;2,641;1,392;84;1,166;0;1,166;233;932;19,301;602;;0;;210;;6,580;3,428;456;;;;;7,535;490;0.20094;0.24133;0.35522;;0.15426;0.38969;0.38969;1.32323;0.16877;0.84202;0.47235;0.04507;0.17834;0.04918;0.19754;0.12987;0.22592;0.52707;0.01078;1.00891;0.00501;551.46;;0.03119;0.01088;0.34091;0.17761;0.02363;0.39039;0.00000;0.02539;0.07498;39.77;;0.04028;2.95695;3.95695;0.25791;0.00000;0.95101;0.04090;0.00809;0.08371;0.20409;0.07498;0.06184;0.00452;0.06275;;;490;
