Date;Closing Price;Change;Trading Volume (shr);Trading Value (KHR);Opening;High;Low;Market Cap. (Mil.KHR);Full Market Cap. (Mil.KHR)
2022-06-17;11,060;40;210,492;2,316,663,060;10,980;11,100;10,940;4,790,783;4,790,783
2022-06-16;11,020;80;125,644;1,382,708,160;11,040;11,080;10,960;4,773,456;4,773,456
2022-06-15;11,100;100;312,604;3,458,415,480;11,160;11,180;10,980;4,808,110;4,808,110
2022-06-14;11,200;100;167,212;1,872,413,000;11,280;11,280;11,160;4,851,426;4,851,426
2022-06-13;11,300;40;129,247;1,459,689,660;11,320;11,320;11,260;4,894,742;4,894,742
2022-06-10;11,340;0;67,051;759,122,620;11,300;11,340;11,300;4,912,069;4,912,069
2022-06-09;11,340;40;66,298;752,344,680;11,360;11,400;11,320;4,912,069;4,912,069
2022-06-08;11,300;20;77,942;878,811,780;11,240;11,300;11,220;4,894,742;4,894,742
2022-06-07;11,280;20;61,149;688,865,640;11,280;11,280;11,240;4,886,079;4,886,079
2022-06-03;11,300;0;81,222;916,369,700;11,260;11,300;11,240;4,894,742;4,894,742
2022-06-02;11,300;0;63,081;712,308,260;11,280;11,300;11,260;4,894,742;4,894,742
2022-06-01;11,300;20;81,689;920,301,480;11,240;11,300;11,240;4,894,742;4,894,742
2022-05-31;11,280;60;29,172;329,210,880;11,300;11,320;11,260;4,886,079;4,886,079
2022-05-30;11,340;60;104,842;1,189,658,840;11,380;11,380;11,300;4,912,069;4,912,069
2022-05-27;11,400;20;85,355;971,641,200;11,380;11,400;11,360;4,938,058;4,938,058
2022-05-26;11,380;20;63,731;724,576,220;11,360;11,400;11,340;4,929,395;4,929,395
2022-05-25;11,360;20;122,773;1,392,348,160;11,340;11,360;11,320;4,920,732;4,920,732
2022-05-24;11,340;0;66,520;753,061,940;11,300;11,340;11,300;4,912,069;4,912,069
2022-05-23;11,340;0;92,114;1,042,768,540;11,340;11,360;11,300;4,912,069;4,912,069
2022-05-20;11,340;40;114,083;1,286,932,500;11,300;11,340;11,220;4,912,069;4,912,069
2022-05-18;11,300;80;78,943;887,284,820;11,200;11,300;11,200;4,894,742;4,894,742
2022-05-17;11,220;60;93,814;1,053,928,440;11,260;11,260;11,220;4,860,089;4,860,089
2022-05-16;11,280;20;119,592;1,348,249,440;11,320;11,360;11,240;4,886,079;4,886,079
2022-05-13;11,300;40;61,550;695,004,640;11,260;11,380;11,260;4,894,742;4,894,742
2022-05-12;11,260;40;94,584;1,063,671,660;11,200;11,280;11,200;4,877,416;4,877,416
2022-05-11;11,220;0;142,700;1,598,775,760;11,200;11,240;11,180;4,860,089;4,860,089
2022-05-10;11,220;120;196,695;2,209,615,740;11,320;11,340;11,200;4,860,089;4,860,089
2022-05-09;11,340;100;148,559;1,688,613,480;11,440;11,440;11,340;4,912,069;4,912,069
2022-05-06;11,440;160;133,759;1,526,083,080;11,280;11,480;11,260;4,955,385;4,955,385
2022-05-05;11,280;680;470,595;5,296,037,020;11,300;11,400;11,100;4,886,079;4,886,079
2022-05-04;11,960;0;284,730;3,413,519,180;11,980;12,180;11,960;5,180,630;5,180,630
2022-05-03;11,960;140;349,202;4,189,956,080;12,040;12,080;11,920;5,180,630;5,180,630
2022-05-02;12,100;100;262,213;3,179,823,540;12,180;12,180;12,100;5,241,273;5,241,273
2022-04-29;12,200;0;187,846;2,288,004,820;12,160;12,200;12,140;5,284,589;5,284,589
2022-04-28;12,200;0;108,684;1,323,882,560;12,200;12,240;12,160;5,284,589;5,284,589
2022-04-27;12,200;40;234,970;2,867,457,140;12,220;12,260;12,180;5,284,589;5,284,589
2022-04-26;12,240;120;168,930;2,071,543,760;12,320;12,320;12,240;5,301,915;5,301,915
2022-04-25;12,360;20;15,342,879;175,538,625,520;12,360;12,480;12,300;5,353,895;5,353,895
2022-04-22;12,340;100;149,265;1,840,259,060;12,300;12,400;12,280;5,345,232;5,345,232
2022-04-21;12,240;60;231,662;2,822,920,100;12,100;12,260;12,100;5,301,915;5,301,915
2022-04-20;12,180;200;317,395;3,890,489,920;12,320;12,340;12,160;5,275,926;5,275,926
2022-04-19;12,380;80;229,618;2,840,419,320;12,320;12,460;12,320;5,362,558;5,362,558
2022-04-18;12,460;20;139,611;1,739,432,660;12,500;12,500;12,440;5,397,211;5,397,211
2022-04-13;12,480;80;141,312;1,756,042,020;12,400;12,500;12,380;5,405,874;5,405,874
2022-04-12;12,400;200;315,427;3,932,185,660;12,580;12,600;12,360;5,371,221;5,371,221
2022-04-11;12,600;700;732,147;9,146,543,600;12,600;12,700;12,020;5,457,854;5,457,854
2022-04-08;11,900;480;569,828;6,699,045,720;11,480;11,980;11,480;5,154,640;5,154,640
2022-04-07;11,420;280;1,161,771;13,045,211,120;11,020;11,500;11,020;4,946,722;4,946,722
2022-04-06;11,700;1,300;131,858;1,542,738,600;11,700;11,700;11,700;5,068,007;5,068,007
2022-04-05;13,000;160;128,170;1,668,584,340;13,160;13,180;12,960;5,631,119;5,631,119
2022-04-04;13,160;20;33,556;441,498,060;13,200;13,300;13,120;5,700,425;5,700,425
2022-04-01;13,180;20;47,545;629,201,480;13,160;13,340;13,160;5,709,089;5,709,089
2022-03-31;13,160;60;213,157;2,801,425,120;13,160;13,220;13,020;5,700,425;5,700,425
2022-03-30;13,220;140;81,997;1,085,909,200;13,260;13,300;13,180;5,726,415;5,726,415
2022-03-29;13,360;80;154,696;2,061,428,200;13,380;13,400;13,200;5,787,058;5,787,058
2022-03-28;13,440;160;90,931;1,228,169,920;13,500;13,580;13,440;5,821,711;5,821,711
2022-03-25;13,600;0;96,914;1,318,020,700;13,580;13,620;13,560;5,891,017;5,891,017
2022-03-24;13,600;20;65,071;883,333,940;13,540;13,600;13,520;5,891,017;5,891,017
2022-03-23;13,580;20;44,166;598,241,620;13,560;13,580;13,500;5,882,354;5,882,354
2022-03-22;13,560;0;61,019;825,143,600;13,600;13,600;13,480;5,873,691;5,873,691
2022-03-21;13,560;60;61,183;832,191,860;13,700;13,700;13,500;5,873,691;5,873,691
2022-03-18;13,620;120;52,540;716,715,900;13,600;13,700;13,520;5,899,680;5,899,680
2022-03-17;13,500;60;62,512;843,975,100;13,400;13,600;13,400;5,847,701;5,847,701
2022-03-16;13,440;260;182,251;2,459,650,400;13,680;13,700;13,320;5,821,711;5,821,711
2022-03-15;13,700;100;78,592;1,080,620,440;13,800;13,800;13,700;5,934,333;5,934,333
2022-03-14;13,800;20;72,067;994,156,840;13,820;13,820;13,760;5,977,650;5,977,650
2022-03-11;13,820;0;59,884;826,466,420;13,800;13,820;13,780;5,986,313;5,986,313
2022-03-10;13,820;20;51,964;717,784,840;13,860;13,860;13,760;5,986,313;5,986,313
2022-03-09;13,800;20;118,182;1,629,276,200;13,820;13,820;13,700;5,977,650;5,977,650
2022-03-07;13,820;0;116,776;1,609,386,780;13,880;13,880;13,680;5,986,313;5,986,313
2022-03-04;13,820;40;69,319;957,039,740;13,880;13,880;13,700;5,986,313;5,986,313
2022-03-03;13,780;20;61,710;852,169,580;13,800;13,880;13,700;5,968,986;5,968,986
2022-03-02;13,760;140;131,992;1,819,289,860;13,680;13,900;13,680;5,960,323;5,960,323
2022-03-01;13,620;280;362,911;4,894,759,360;13,620;13,700;13,100;5,899,680;5,899,680
2022-02-28;13,900;460;157,694;2,211,051,860;14,100;14,320;13,800;6,020,966;6,020,966
2022-02-25;14,360;20;356,885;5,039,907,120;14,280;14,460;13,880;6,220,221;6,220,221
2022-02-24;14,380;600;355,459;5,193,331,780;14,800;14,980;14,000;6,228,884;6,228,884
2022-02-23;14,980;580;335,489;5,004,474,380;14,620;15,200;14,360;6,488,782;6,488,782
2022-02-22;14,400;700;184,267;2,589,963,140;13,920;14,400;13,740;6,237,547;6,237,547
2022-02-21;13,700;180;100,952;1,382,908,560;13,700;13,800;13,620;5,934,333;5,934,333
2022-02-18;13,520;100;128,900;1,739,809,080;13,420;13,580;13,360;5,856,364;5,856,364
2022-02-17;13,420;80;174,748;2,346,335,520;13,400;13,520;13,280;5,813,048;5,813,048
2022-02-16;13,340;280;258,625;3,423,342,940;13,060;13,340;13,060;5,778,395;5,778,395
2022-02-15;13,060;160;204,590;2,668,523,660;12,940;13,260;12,940;5,657,109;5,657,109
2022-02-14;12,900;60;149,605;1,921,348,440;12,840;12,900;12,700;5,587,803;5,587,803
2022-02-11;12,840;160;301,457;3,843,278,320;12,680;12,900;12,500;5,561,813;5,561,813
2022-02-10;12,680;620;633,167;8,316,886,240;13,940;13,940;11,980;5,492,507;5,492,507
2022-02-09;13,300;1,200;38,051;506,078,300;13,300;13,300;13,300;5,761,068;5,761,068
2022-02-08;12,100;1,100;161,790;1,947,881,360;11,940;12,100;11,900;5,241,273;5,241,273
2022-02-07;11,000;700;343,035;3,713,324,600;10,900;11,000;10,500;4,764,793;4,764,793
2022-02-04;10,300;0;16,947;174,619,260;10,300;10,320;10,300;4,461,579;4,461,579
2022-02-03;10,300;0;27,235;280,486,240;10,300;10,340;10,280;4,461,579;4,461,579
2022-02-02;10,300;0;22,541;232,147,500;10,300;10,320;10,280;4,461,579;4,461,579
2022-02-01;10,300;20;14,507;149,414,800;10,320;10,320;10,280;4,461,579;4,461,579
2022-01-31;10,320;0;29,995;309,077,800;10,300;10,320;10,280;4,470,242;4,470,242
2022-01-28;10,320;0;7,784;80,310,460;10,340;10,340;10,300;4,470,242;4,470,242
2022-01-27;10,320;0;20,359;209,722,460;10,320;10,340;10,280;4,470,242;4,470,242
2022-01-26;10,320;20;26,673;274,808,300;10,300;10,320;10,280;4,470,242;4,470,242
2022-01-25;10,300;40;23,757;245,135,360;10,320;10,340;10,300;4,461,579;4,461,579
2022-01-24;10,340;60;20,767;215,109,860;10,340;10,400;10,340;4,478,906;4,478,906
2022-01-21;10,400;0;24,746;256,892,120;10,360;10,420;10,360;4,504,895;4,504,895
