Date;Group;1 Y;2 Y;3 Y;4 Y;5 Y;6 Y;7 Y;8 Y;9 Y;10 Y
2025-09-23;AAA;32.56552335697517;47.670475055859484;62.77542675474379;77.46714960695707;79.0528692613795;80.63858891580193;82.22430857022437;83.8100282246468;85.39574787906922;86.98146753349165
2025-09-23;AA+;41.17908541567533;50.73070287378906;60.282320331902795;69.83393779001653;75.41049572795191;78.2395025180285;81.06850930810509;83.89751609818168;86.72652288825827;89.55552967833486
2025-09-23;AA;30.102258772632872;42.35155581378551;54.600852854938154;66.65282792227846;76.58949158795632;86.52615525363416;96.46281891931201;106.39948258498985;116.33614625066771;126.27280991634555
2025-09-23;AA-;36.519495517605215;48.13995960549666;59.7604236933881;71.38088778127954;81.93970614689414;92.34474252102518;102.74977889515625;113.15481526928731;123.55985164341837;133.9648880175494
2025-09-23;A+;78.78422847825588;96.71404815156635;114.64386782487682;132.57368749818727;140.71563667863356;147.07640964329246;153.4371826079514;159.79795557261033;166.15872853726924;172.51950150192818
2025-09-23;A;62.09295678192067;77.47565694115612;92.85835710039157;108.24105725962701;118.0349376305283;127.08862401832546;136.14231040612262;145.19599679391976;154.2496831817169;163.30336956951408
2025-09-23;A-;136.7998202536545;156.04538958809712;175.29095892253972;194.53652825698234;202.06330941408962;207.93004486263476;213.79678031117987;219.663515759725;225.53025120827013;231.39698665681524
2025-09-23;BBB+;210.48815603153318;231.91031868498456;253.3324813384359;273.20680205625126;267.3077588594723;261.40871566269334;255.5096724659144;249.61062926913544;243.7115860723565;237.81254287557755
2025-09-18;AAA;32.500913707535865;47.32661004660552;62.15230638567519;76.42721755995692;78.99935620501925;81.57149485008159;84.14363349514393;86.71577214020627;89.28791078526862;91.86004943033096
2025-09-18;AA+;41.298844339059265;50.87349805848189;60.44815177790451;70.02280549732714;75.33478451069196;78.08625475353446;80.83772499637695;83.58919523921945;86.34066548206194;89.09213572490444
2025-09-18;AA;32.855182884687935;44.07848225655265;55.30178162841736;66.39850683979185;76.35615320246504;86.31379956513823;96.27144592781143;106.22909229048462;116.1867386531578;126.144385015831
2025-09-18;AA-;37.12801478713374;48.79811556590515;60.46821634467655;72.13831712344796;82.50785448293782;92.66527909612255;102.82270370930726;112.98012832249198;123.13755293567671;133.29497754886143
2025-09-18;A+;80.00270343503436;97.32153935931721;114.64037528360006;131.9592112078829;140.30377657851105;147.0000557519451;153.69633492537915;160.3926140988132;167.08889327224725;173.7851724456813
2025-09-18;A;62.303040369160016;77.56769997337997;92.83235957759993;108.09701918181989;118.14226939324561;127.60005564858517;137.05784190392473;146.51562815926425;155.9734144146038;165.43120066994337
2025-09-18;A-;136.41228034752027;155.6996945002499;174.98710865297957;194.2745228057092;201.7946504234444;207.7458451782166;213.69703993298882;219.648234687761;225.5994294425332;231.55062419730538
2025-09-18;BBB+;209.02252856882166;230.55686941624816;252.09121026367467;272.43977103741736;266.36894197019245;260.2981129029676;254.22728383574272;248.15645476851785;242.08562570129297;236.0147966340681
2025-09-17;AAA;32.662035161561136;47.427074922977255;62.192114684393374;76.44709208817642;79.12806647016197;81.80904085214752;84.49001523413307;87.17098961611862;89.85196399810417;92.53293838008972
2025-09-17;AA+;41.5150280750388;51.0105854164822;60.5061427579256;70.001700099369;75.30566793807355;78.06227581494957;80.81888369182559;83.57549156870161;86.33209944557761;89.08870732245363
2025-09-17;AA;32.78102081008129;44.008666378496116;55.23631194691095;66.34552327704834;76.35555516897881;86.36558706090926;96.37561895283973;106.38565084477018;116.39568273670065;126.4057146286311
2025-09-17;AA-;46.048731685883084;58.26569653253951;70.48266137919593;82.69962622585236;94.03912863509501;105.2505107546619;116.4618928742288;127.6732749937957;138.8846571133626;150.0960392329295
2025-09-17;A+;76.63862428237198;93.62728979965095;110.61595531692993;127.6046208342089;135.0986961167521;140.56175841384157;146.024820710931;151.48788300802048;156.95094530510994;162.4140076021994
2025-09-17;A;62.2079998277579;77.90648773084281;93.60497563392774;109.30346353701265;119.07506598777437;128.05116058148462;137.02725517519485;146.0033497689051;154.97944436261537;163.9555389563256
2025-09-17;A-;136.40965780233952;155.69324475755417;174.9768317127688;194.26041866798346;201.8182166934611;207.77122652213754;213.724236350814;219.67724617949045;225.6302560081669;231.58326583684337
2025-09-17;BBB+;209.11309583266095;230.59556522396437;252.0780346152678;272.4540688087549;266.4235406166617;260.39301242456844;254.3624842324752;248.33195604038193;242.30142784828868;236.27089965619544
2025-09-16;AAA;32.453027658594124;47.317895382078056;62.18276310556199;76.5652369639661;79.2083194054686;81.8514018469711;84.4944842884736;87.1375667299761;89.7806491714786;92.4237316129811
2025-09-16;AA+;41.31008163832254;50.92126247452493;60.53244331072732;70.14362414692971;75.50915102309219;78.26425901680427;81.01936701051638;83.77447500422846;86.52958299794057;89.28469099165265
2025-09-16;AA;32.18761376254515;43.641797286035676;55.09598080952621;66.39635308246714;76.22337783682066;86.05040259117419;95.8774273455277;105.70445209988122;115.53147685423474;125.35850160858826
2025-09-16;AA-;45.804805224516635;58.11447879926344;70.42415237401025;82.73382594875704;94.05336100216428;105.22475002910082;116.39613905603736;127.5675280829739;138.73891710991043;149.91030613684697
2025-09-16;A+;76.66688418949586;93.66622589502222;110.6655676005486;127.66490930607495;135.03119832672547;140.29784537615163;145.56449242557775;150.8311394750039;156.09778652443003;161.3644335738562
2025-09-16;A;63.20380836089765;78.81022156211299;94.41663476332832;110.02304796454366;119.33923547875176;127.96676798236231;136.59430048597287;145.2218329895834;153.84936549319394;162.4768979968045
2025-09-16;A-;136.4606814684461;155.7532416350722;175.0458018016983;194.33836196832442;201.83431826421366;207.67389631678282;213.513474369352;219.35305242192115;225.19263047449033;231.03220852705948
2025-09-16;BBB+;208.88872524313695;230.46086041730862;252.03299559148033;272.56921061674797;266.4983798428462;260.4275490689444;254.35671829504258;248.2858875211408;242.215056747239;236.1442259733372
2025-09-12;AAA;32.39603240557821;47.70104271365212;63.00605302172603;77.28708198411881;79.87182712845201;82.45657227278521;85.0413174171184;87.6260625614516;90.2108077057848;92.795552850118
2025-09-12;AA+;41.697313606945954;51.104361920435004;60.511410233924046;69.9184585474131;75.39047453929443;78.32857957252565;81.2666846057569;84.20478963898812;87.14289467221934;90.08099970545058
2025-09-12;AA;36.21734152328914;46.59232769276059;56.96731386223203;67.28295554908168;76.94781191340161;86.61266827772153;96.27752464204146;105.94238100636139;115.6072373706813;125.27209373500123
2025-09-12;AA-;46.344671407597644;58.37051066885209;70.39634993010654;82.42218919136099;94.18676226760034;105.91758168045445;117.64840109330854;129.37922050616262;141.1100399190167;152.84085933187083
2025-09-12;A+;76.70222197863583;93.65596558763244;110.60970919662903;127.56345280562562;135.14074797221357;140.51983678605157;145.8989255998896;151.2780144137276;156.6571032275656;162.03619204140364
2025-09-12;A;63.62302008791032;79.47790718549999;95.33279428308964;111.18768138067931;120.6101725588489;129.4975748379264;138.38497711700393;147.27237939608142;156.1597816751589;165.04718395423643
2025-09-12;A-;135.45607431372275;155.83650036866598;176.2169264236092;196.59735247855247;204.40207680058737;210.55889679530242;216.71571679001747;222.87253678473252;229.02935677944757;235.18617677416262
2025-09-12;BBB+;208.86408562706032;231.26718349961945;253.67028137217855;275.2986653619081;268.4854683678915;261.6722713738749;254.85907437985827;248.04587738584166;241.23268039182506;234.41948339780845
2025-09-11;AAA;32.27018904689717;47.252592728118145;62.23499640933912;76.55996535454253;78.68011667547603;80.80026799640953;82.92041931734305;85.04057063827655;87.16072195921005;89.28087328014357
2025-09-11;AA+;41.93216726636734;51.32489277123136;60.717618276095386;70.11034378095941;75.67613050525371;78.74914523098296;81.82215995671223;84.89517468244148;87.96818940817074;91.04120413390001
2025-09-11;AA;35.6970469594406;46.60917202527586;57.52129709111112;68.3123979725279;77.72723636627161;87.14207476001532;96.55691315375903;105.97175154750273;115.38658994124644;124.80142833499015
2025-09-11;AA-;46.68075788903641;58.614397178292506;70.54803646754861;82.4816757568047;94.2425644685758;105.98052966710738;117.71849486563896;129.45646006417056;141.1944252627021;152.9323904612337
